Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Imran,Farhat,37,32.92,4692,48.42,Left-hand bat,58.1,83.00,116.3,4.28,rls,
Salman,Butt,31,30.63,3811,46.62,Left-hand bat,22.5,106.00,137.0,4.64,rob,
Azhar,Ali,4,21.50,468,36.75,Right-hand bat,1.0,-,-,9.00,rls,
Shoaib,Malik,32,33.45,3617,44.40,Right-hand bat,374.1,61.47,106.9,3.45,rob,
Umar,Akmal,10,33.95,1010,67.22,Right-hand bat,-,-,-,-,-,
Umar,Amin,4,12.37,198,50.00,Left-hand bat,22.0,21.00,44.0,2.86,rm,
Zulqarnain,Haider,1,44.00,201,43.78,Right-hand bat,-,-,-,-,-,
Mohammad,Amir,12,14.10,965,27.77,Left-hand bat,415.5,33.30,63.9,3.12,lf,
Umar,Gul,30,11.07,838,50.23,Right-hand bat,1024.0,33.69,56.8,3.55,rfm,
Saeed,Ajmal,6,14.00,175,48.00,Right-hand bat,311.2,38.47,81.2,2.84,rob,
Mohammad,Asif,21,6.00,422,31.27,Left-hand bat,796.5,23.26,46.8,2.97,rfm,
AJ,Strauss,75,43.85,11449,50.17,Left-hand bat,-,-,-,-,lm,
AN,Cook,58,42.80,8811,48.09,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,11,51.27,1890,48.83,Right-hand bat,19.0,86.00,114.0,4.52,rm,
KP,Pietersen,64,48.86,8446,62.47,Right-hand bat,140.3,142.00,210.7,4.04,rob,
PD,Collingwood,61,43.41,8972,46.45,Right-hand bat,282.3,62.26,113.0,3.30,rm,
EJG,Morgan,4,46.80,427,54.80,Left-hand bat,-,-,-,-,rm,
MJ,Prior,33,41.51,2817,63.36,Right-hand bat,-,-,-,-,-,
GP,Swann,22,27.78,765,83.52,Right-hand bat,951.3,28.95,58.8,2.95,rob,
SCJ,Broad,30,24.25,1457,59.91,Left-hand bat,1002.4,34.64,65.3,3.17,rfm,
JM,Anderson,50,13.10,1350,35.92,Left-hand bat,1735.1,32.08,57.5,3.34,rfm,
ST,Finn,6,12.00,75,16.00,Right-hand bat,161.0,21.85,35.7,3.66,rfm,
