Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KC,Brathwaite,27,34.40,3881,43.44,Right-hand bat,95.1,39.50,71.3,3.32,rob,
SD,Hope,6,15.54,401,42.64,Right-hand bat,-,-,-,-,-,
DM,Bravo,42,41.50,6458,46.26,Left-hand bat,1.0,-,-,2.00,rm,
MN,Samuels,64,33.53,7567,47.86,Right-hand bat,732.0,59.63,107.1,3.34,rob,
J,Blackwood,15,33.33,1457,54.90,Right-hand bat,38.3,78.50,115.5,4.07,rob,
D,Ramdin,74,25.87,5945,48.74,Right-hand bat,-,-,-,-,-,
JO,Holder,13,27.30,851,64.15,Right-hand bat,304.5,39.00,87.0,2.68,rmf,
CR,Brathwaite,2,43.33,201,64.67,Right-hand bat,43.0,162.00,258.0,3.76,rfm,
KAJ,Roach,37,10.38,1529,33.28,Right-hand bat,1129.5,30.23,55.5,3.26,rfm,
JE,Taylor,46,12.96,1368,62.57,Right-hand bat,1292.5,34.46,59.6,3.46,rf,
JA,Warrican,4,65.00,114,57.01,Right-hand bat,122.0,46.27,66.5,4.17,lo,
DA,Warner,49,51.34,5796,77.07,Left-hand bat,55.0,63.50,82.5,4.61,rls,
JA,Burns,8,43.07,898,67.14,Right-hand bat,-,-,-,-,-,
MR,Marsh,13,24.64,787,53.24,Right-hand bat,195.4,31.61,55.9,3.39,rm,
PM,Nevill,10,28.00,575,48.69,Right-hand bat,-,-,-,-,-,
UT,Khawaja,13,46.36,1663,52.97,Left-hand bat,-,-,-,-,rm,
SPD,Smith,39,57.90,6293,57.04,Right-hand bat,193.0,52.31,72.3,4.33,rls,
AC,Voges,13,85.66,1742,59.01,Right-hand bat,3.0,-,-,6.00,lo,
SNJ,O'Keefe,2,6.00,53,11.32,Right-hand bat,83.1,40.28,71.2,3.39,lo,
JL,Pattinson,16,30.09,826,40.07,Left-hand bat,505.3,26.14,47.3,3.30,rfm,
JR,Hazlewood,15,25.66,302,50.99,Left-hand bat,500.5,24.54,49.2,2.98,rfm,
NM,Lyon,52,15.37,1178,41.76,Right-hand bat,1975.5,33.42,64.0,3.12,rob,
