Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
A,Chopra,5,32.40,882,36.73,Right-hand bat,-,-,-,-,-,
V,Sehwag,19,44.96,1950,71.48,Right-hand bat,71.3,84.00,143.0,3.52,rob,
R,Dravid,74,56.78,15341,41.82,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,110,55.33,,,Right-hand bat,435.0,45.96,84.1,3.27,-,
SC,Ganguly,71,41.99,9155,49.07,Left-hand bat,344.2,50.52,89.8,3.37,rm,
VVS,Laxman,49,45.58,6665,49.24,Right-hand bat,42.0,100.00,252.0,2.38,rob,
PA,Patel,12,24.61,806,39.70,Left-hand bat,-,-,-,-,-,
AB,Agarkar,19,14.07,776,48.96,Right-hand bat,624.3,40.49,73.4,3.30,rf,
A,Kumble,80,16.76,3737,37.67,Right-hand bat,4222.3,28.46,68.4,2.49,rls,
Z,Khan,28,9.26,559,49.73,Right-hand bat,869.2,34.71,63.6,3.27,lfm,
A,Nehra,16,5.42,247,30.76,Right-hand bat,547.3,43.56,80.1,3.26,lmf,
JL,Langer,70,44.30,9275,52.53,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,49,58.54,6942,63.25,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,74,56.36,9884,58.16,Right-hand bat,72.5,47.50,109.2,2.60,rm,
AC,Gilchrist,50,57.43,3778,83.61,Left-hand bat,-,-,-,-,rob,
DR,Martyn,38,46.77,4408,51.99,Right-hand bat,49.0,70.50,147.0,2.87,rm,
SR,Waugh,167,50.97,22230,48.61,Right-hand bat,1298.5,37.38,84.7,2.64,rm,
SM,Katich,5,36.33,384,56.77,Left-hand bat,66.5,20.09,36.4,3.30,lc,
B,Lee,36,20.44,1035,57.29,Right-hand bat,1178.1,30.56,52.3,3.50,rf,
NW,Bracken,2,7.00,18,38.88,Right-hand bat,83.0,36.33,83.0,2.62,lfm,
BA,Williams,3,10.50,34,61.76,Right-hand bat,118.0,37.66,78.6,2.87,rf,
SCG,MacGill,29,7.93,538,44.23,Right-hand bat,1298.3,27.38,53.3,3.07,rls,
