Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MD,Gunathilaka,7,20.50,559,51.34,Left-hand bat,17.0,66.00,102.0,3.88,rob,
FDM,Karunaratne,55,37.73,7889,49.27,Left-hand bat,24.0,97.00,144.0,4.04,rm,
DM,de Silva,21,34.74,2408,56.27,Right-hand bat,179.1,71.55,119.4,3.59,rob,
BKG,Mendis,33,37.80,4152,57.36,Right-hand bat,13.0,55.00,78.0,4.23,-,
AD,Mathews,79,44.34,11078,49.63,Right-hand bat,642.0,52.69,116.7,2.70,rm,
LD,Chandimal,50,43.83,7384,49.86,Right-hand bat,-,-,-,-,rob,
N,Dickwella,26,31.40,2017,70.05,Left-hand bat,-,-,-,-,-,
MDK,Perera,35,19.65,2214,48.82,Right-hand bat,1493.2,32.12,60.1,3.20,rob,
RAS,Lakmal,53,11.33,1410,48.22,Right-hand bat,1582.0,41.18,77.8,3.17,rfm,
CAK,Rajitha,3,1.50,82,7.31,Right-hand bat,94.0,27.63,51.2,3.23,rmf,
CBRLS,Kumara,13,3.66,125,35.20,Left-hand bat,403.5,36.40,55.0,3.96,rf,
JA,Raval,15,34.25,1934,42.50,Left-hand bat,1.0,-,-,1.00,rls,
TWM,Latham,40,40.10,6065,45.62,Left-hand bat,-,-,-,-,rm,
KS,Williamson,69,51.91,11423,50.90,Right-hand bat,344.3,39.65,71.2,3.33,rob,
LRPL,Taylor,89,46.11,10848,59.51,Right-hand bat,16.0,24.00,48.0,3.00,rob,
HM,Nicholls,22,39.56,2497,47.53,Left-hand bat,-,-,-,-,rob,
BJ,Watling,58,37.63,7007,42.97,Right-hand bat,-,-,-,-,-,
C,de Grandhomme,14,30.90,802,80.92,Right-hand bat,358.5,29.56,71.7,2.47,rmf,
TG,Southee,62,17.43,1690,87.69,Right-hand bat,2311.2,30.16,59.7,3.02,rmf,
N,Wagner,39,11.89,1157,40.10,Left-hand bat,1426.3,29.25,55.5,3.15,lmf,
AY,Patel,4,8.25,120,27.50,Left-hand bat,166.5,34.23,77.0,2.66,lo,
TA,Boult,58,14.38,1062,52.82,Right-hand bat,2153.5,28.54,57.6,2.96,lfm,
