Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
BRM,Taylor,10,21.10,918,45.96,Right-hand bat,7.0,-,-,5.42,rob,
T,Duffin,2,20.00,179,44.69,Left-hand bat,-,-,-,-,rm,
DD,Ebrahim,29,22.68,3116,39.31,Right-hand bat,-,-,-,-,rm,
T,Taibu,24,29.60,3110,40.93,Right-hand bat,8.0,27.00,48.0,3.37,rm,
H,Masakadza,15,27.06,1786,43.95,Right-hand bat,21.0,19.50,63.0,1.85,rm,
HH,Streak,65,22.35,5369,37.06,Right-hand bat,2259.5,28.14,62.7,2.69,rfm,
CK,Coventry,2,22.00,93,94.62,Right-hand bat,-,-,-,-,rls,
AM,Blignaut,19,26.84,1292,68.57,Left-hand bat,528.5,37.05,59.8,3.71,rmf,
KM,Dabengwa,3,15.00,140,64.28,Left-hand bat,73.0,49.80,87.6,3.41,lo,
NB,Mahwire,10,13.36,346,42.48,Right-hand bat,214.3,50.83,71.5,4.26,rfm,
W,Mwayenga,1,15.00,17,88.23,Right-hand bat,21.0,79.00,126.0,3.76,rm,
G,Gambhir,10,45.00,1017,61.94,Left-hand bat,-,-,-,-,rls,
V,Sehwag,36,55.80,4342,73.26,Right-hand bat,98.3,120.33,197.0,3.66,rob,
R,Dravid,91,58.30,18660,42.18,Right-hand bat,20.0,39.00,120.0,1.95,rob,
VVS,Laxman,66,43.71,8194,50.14,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,84,41.18,10323,49.07,Left-hand bat,393.2,52.48,94.4,3.33,rm,
Yuvraj,Singh,8,33.90,666,50.90,Left-hand bat,14.0,43.00,84.0,3.07,lo,
KD,Karthik,10,18.84,565,43.36,Right-hand bat,-,-,-,-,-,
IK,Pathan,15,22.43,855,41.98,Left-hand bat,542.1,26.15,49.2,3.18,lmf,
A,Kumble,97,17.04,4366,38.25,Right-hand bat,5110.0,28.38,65.9,2.58,rls,
Harbhajan,Singh,47,14.46,1137,68.68,Right-hand bat,2122.4,28.25,62.1,2.72,rob,
Z,Khan,40,12.02,822,55.59,Right-hand bat,1232.1,36.25,66.6,3.26,lfm,
