Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MA,Agarwal,5,55.22,975,50.97,Right-hand bat,-,-,-,-,-,
RG,Sharma,28,44.95,3274,57.66,Right-hand bat,58.4,106.00,176.0,3.61,rob,
CA,Pujara,71,49.75,11995,46.46,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,80,53.12,11903,57.12,Right-hand bat,27.1,-,-,2.79,rm,
AM,Rahane,59,42.23,7516,50.57,Right-hand bat,-,-,-,-,rm,
RA,Jadeja,44,33.26,2559,63.69,Left-hand bat,2033.4,24.22,59.8,2.43,lo,
GH,Vihari,7,42.36,967,48.19,Right-hand bat,57.3,36.00,69.0,3.13,rob,
WP,Saha,33,30.38,2626,45.12,Right-hand bat,-,-,-,-,-,
R,Ashwin,66,29.16,4325,54.61,Right-hand bat,3128.2,25.39,53.6,2.84,rob,
D,Elgar,57,39.71,7836,45.61,Left-hand bat,165.3,41.80,66.2,3.78,lo,
AK,Markram,18,42.48,2208,63.49,Right-hand bat,25.2,-,-,2.76,rob,
TB,de Bruyn,10,18.94,788,45.68,Right-hand bat,17.0,-,-,4.35,rmf,
DL,Piedt,8,11.55,351,29.62,Right-hand bat,286.0,42.96,68.6,3.75,rob,
T,Bavuma,37,32.11,3608,48.05,Right-hand bat,16.0,61.00,96.0,3.81,rm,
F,du Plessis,59,42.74,7963,46.16,Right-hand bat,13.0,-,-,5.30,rls,
Q,de Kock,41,39.82,3445,72.83,Left-hand bat,-,-,-,-,-,
S,Muthusamy,1,-,214,38.31,Left-hand bat,18.0,83.00,108.0,4.61,lo,
VD,Philander,59,23.30,3351,45.89,Right-hand bat,1770.4,21.85,49.1,2.66,rfm,
KA,Maharaj,26,13.38,693,65.65,Right-hand bat,915.0,30.22,55.4,3.26,lo,
K,Rabada,38,12.00,1204,44.85,Left-hand bat,1175.2,22.25,39.8,3.35,rf,
I,Sharma,93,8.46,2353,29.87,Right-hand bat,2938.4,33.55,63.1,3.18,rfm,
Mohammed,Shami,43,10.56,585,74.01,Right-hand bat,1340.1,28.45,50.8,3.35,rf,
