Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
TWM,Latham,3,50.50,760,39.86,Left-hand bat,-,-,-,-,rm,
HD,Rutherford,13,28.50,1092,57.41,Left-hand bat,-,-,-,-,lo,
KS,Williamson,33,37.46,5180,41.94,Right-hand bat,285.1,39.54,71.2,3.32,rob,
LRPL,Taylor,56,46.89,7566,57.01,Right-hand bat,16.0,24.00,48.0,3.00,rob,
BB,McCullum,86,37.23,8683,60.46,Right-hand bat,6.0,-,-,3.00,-,
JDS,Neesham,3,63.80,445,71.68,Left-hand bat,46.0,89.00,138.0,3.86,rmf,
BJ,Watling,23,38.45,2988,42.46,Right-hand bat,-,-,-,-,-,
IS,Sodhi,8,19.30,297,64.98,Right-hand bat,225.4,46.57,71.2,3.92,rls,
TG,Southee,33,18.83,1023,88.36,Right-hand bat,1147.1,30.07,57.8,3.11,rmf,
MD,Craig,2,39.00,176,44.31,Left-hand bat,71.0,39.50,53.2,4.45,rob,
TA,Boult,24,17.06,500,54.60,Right-hand bat,806.2,27.66,56.2,2.95,lfm,
CH,Gayle,101,42.19,11769,60.22,Left-hand bat,1167.5,42.63,97.3,2.62,rob,
KC,Brathwaite,11,27.90,1553,35.93,Right-hand bat,7.4,50.00,46.0,6.52,rob,
SJ,Benn,19,15.81,722,59.14,Left-hand bat,886.4,40.86,88.6,2.76,lo,
KA,Edwards,14,34.23,1856,47.95,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,29,44.41,4498,47.39,Left-hand bat,1.0,-,-,2.00,rm,
S,Chanderpaul,155,52.17,26172,43.45,Left-hand bat,290.0,98.11,193.3,3.04,rls,
KAJ,Roach,25,9.69,934,34.26,Right-hand bat,816.1,28.13,53.2,3.17,rfm,
J,Blackwood,1,63.00,110,57.27,Right-hand bat,-,-,-,-,rob,
D,Ramdin,58,27.52,4722,49.55,Right-hand bat,-,-,-,-,-,
JE,Taylor,31,15.30,1112,59.17,Right-hand bat,907.3,33.64,59.1,3.41,rf,
ST,Gabriel,7,2.00,67,20.89,Right-hand bat,168.3,36.11,59.4,3.64,rf,
