Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,88,49.60,15224,47.57,Left-hand bat,1.0,-,-,1.00,-,
NRD,Compton,5,40.62,927,35.05,Right-hand bat,-,-,-,-,rob,
IJL,Trott,39,49.46,6566,46.71,Right-hand bat,99.0,115.00,198.0,3.48,rm,
KP,Pietersen,93,48.85,11798,62.94,Right-hand bat,214.3,86.90,128.7,4.05,rob,
IR,Bell,84,46.73,11352,50.64,Right-hand bat,18.0,76.00,108.0,4.22,rm,
JE,Root,2,32.33,298,32.55,Right-hand bat,6.0,-,-,2.16,rob,
MJ,Prior,63,43.23,5363,62.87,Right-hand bat,-,-,-,-,-,
SCJ,Broad,53,25.74,2512,64.57,Left-hand bat,1832.0,32.06,62.8,3.06,rfm,
ST,Finn,18,15.87,443,28.66,Right-hand bat,572.1,29.26,48.3,3.63,rfm,
JM,Anderson,78,11.09,1906,38.40,Left-hand bat,2856.5,30.44,58.7,3.11,rfm,
MS,Panesar,46,5.35,676,31.65,Left-hand bat,1900.0,32.95,71.2,2.77,lo,
PG,Fulton,11,23.06,888,41.55,Right-hand bat,-,-,-,-,rm,
HD,Rutherford,1,171.00,217,78.80,Left-hand bat,-,-,-,-,lo,
KS,Williamson,21,30.10,2699,41.27,Right-hand bat,126.5,56.75,95.1,3.57,rob,
LRPL,Taylor,44,43.40,5726,57.61,Right-hand bat,15.0,21.50,45.0,2.86,rob,
DG,Brownlie,10,33.76,1215,47.24,Right-hand bat,11.0,52.00,66.0,4.72,rm,
BB,McCullum,73,35.45,7096,59.94,Right-hand bat,6.0,-,-,3.00,-,
BJ,Watling,11,31.05,1180,44.74,Right-hand bat,-,-,-,-,-,
TG,Southee,22,18.93,749,80.90,Right-hand bat,727.2,36.62,66.1,3.32,rmf,
BP,Martin,1,41.00,63,65.07,Right-hand bat,58.0,26.60,69.6,2.29,lo,
N,Wagner,4,9.00,231,23.37,Left-hand bat,147.0,43.91,73.5,3.58,lmf,
TA,Boult,11,16.62,205,64.87,Right-hand bat,335.0,32.00,62.8,3.05,lfm,
