Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,21,58.78,2866,65.63,Left-hand bat,49.5,76.00,149.5,3.05,rob,
HH,Gibbs,56,49.12,8521,51.30,Right-hand bat,-,-,-,-,-,
JA,Rudolph,11,40.31,1326,48.64,Left-hand bat,42.0,85.00,126.0,4.04,rls,
JH,Kallis,75,53.26,13247,41.41,Right-hand bat,1750.0,30.23,66.4,2.72,rfm,
G,Kirsten,98,45.12,16269,43.26,Left-hand bat,58.1,71.00,174.5,2.44,rob,
ND,McKenzie,39,34.01,4663,41.58,Right-hand bat,9.0,-,-,6.00,rm,
MV,Boucher,71,31.89,5114,52.38,Right-hand bat,-,-,-,-,rm,
SM,Pollock,80,34.55,5602,51.19,Right-hand bat,2996.4,21.14,55.1,2.30,rfm,
CH,Gayle,37,36.00,4435,50.32,Left-hand bat,234.3,56.09,127.9,2.63,rob,
D,Ganga,28,23.96,3147,38.06,Right-hand bat,26.0,-,-,3.15,rob,
RR,Sarwan,40,39.41,6378,41.40,Right-hand bat,138.0,55.66,92.0,3.63,rls,
BC,Lara,102,52.32,15381,59.53,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,71,43.71,10845,41.91,Left-hand bat,241.0,90.62,180.7,3.00,rls,
DR,Smith,2,54.66,200,82.00,Right-hand bat,15.0,46.00,90.0,3.06,rm,
RD,Jacobs,57,27.41,4774,46.52,Left-hand bat,-,-,-,-,-,
VC,Drakes,12,21.44,819,47.13,Right-hand bat,436.1,41.27,79.3,3.12,rf,
M,Dillon,38,8.44,1381,39.75,Right-hand bat,1450.4,33.57,66.4,3.03,rfm,
CD,Collymore,7,10.85,232,32.75,Right-hand bat,248.0,28.03,53.1,3.16,rfm,
FH,Edwards,7,6.66,157,25.47,Right-hand bat,230.5,44.13,62.9,4.20,rf,
AJ,Hall,10,27.00,476,62.39,Right-hand bat,241.1,31.70,60.2,3.15,rfm,
M,Ntini,42,10.96,563,50.62,Right-hand bat,1414.5,28.80,54.4,3.17,rf,
A,Nel,8,1.83,42,26.19,Right-hand bat,277.1,27.46,51.9,3.17,rfm,
