Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AB,de Villiers,27,35.55,3314,52.56,Right-hand bat,33.0,49.50,99.0,3.00,rm,
GC,Smith,53,47.05,6983,59.97,Left-hand bat,210.5,93.75,158.1,3.55,rob,
HM,Amla,12,27.77,1407,43.42,Right-hand bat,1.0,-,-,4.00,-,
JH,Kallis,106,55.30,19508,42.80,Right-hand bat,2364.5,32.26,68.5,2.82,rfm,
AG,Prince,28,42.00,4084,42.16,Left-hand bat,13.0,31.00,78.0,2.38,rob,
HH,Gibbs,84,43.37,11851,50.14,Right-hand bat,1.0,-,-,4.00,-,
MV,Boucher,101,29.95,7504,50.69,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,107,32.31,7198,52.52,Right-hand bat,4030.5,23.19,58.1,2.39,rfm,
A,Nel,27,8.33,509,39.29,Right-hand bat,989.1,31.16,61.1,3.05,rfm,
M,Ntini,74,10.14,1133,54.63,Right-hand bat,2614.3,27.65,51.7,3.20,rf,
PL,Harris,3,6.25,66,37.87,Right-hand bat,102.5,31.44,68.5,2.75,lo,
Mohammad,Hafeez,9,38.87,1385,44.90,Right-hand bat,101.0,86.33,202.0,2.56,rob,
Imran,Farhat,26,33.79,3253,49.86,Left-hand bat,49.1,72.66,98.3,4.43,rls,
Younis,Khan,52,49.22,8016,53.43,Right-hand bat,44.0,84.50,132.0,3.84,-,
Yasir,Hameed,19,36.76,2159,57.89,Right-hand bat,1.0,-,-,5.00,-,
Mohammad,Yousuf,74,56.10,12286,52.51,Right-hand bat,1.0,-,-,3.00,rob,
Kamran,Akmal,32,30.91,2425,62.47,Right-hand bat,-,-,-,-,-,
Mohammad,Sami,29,10.51,1151,30.14,Right-hand bat,1032.0,48.48,82.5,3.52,rf,
Inzamam-ul-Haq,,118,50.48,16243,54.08,Right-hand bat,1.3,-,-,5.33,lo,
Shoaib,Akhtar,43,10.60,1292,41.87,Right-hand bat,1259.2,25.30,44.7,3.39,rf,
Danish,Kaneria,45,7.15,475,48.21,Right-hand bat,2124.2,32.70,66.0,2.97,rls,
Mohammad,Asif,8,5.66,155,21.93,Left-hand bat,282.0,20.22,38.4,3.15,rfm,
