Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,53,39.39,7168,55.51,Left-hand bat,5.0,-,-,4.00,-,
Imrul,Kayes,33,26.50,3368,48.78,Left-hand bat,4.0,-,-,3.00,-,
Mominul,Haque,26,48.20,3790,55.96,Left-hand bat,67.1,63.00,100.7,3.75,lo,
Mushfiqur,Rahim,59,35.39,7757,46.53,Right-hand bat,-,-,-,-,-,
Liton,Das,7,31.63,563,61.81,Right-hand bat,-,-,-,-,-,
Mahmudullah,,36,31.90,3921,52.07,Right-hand bat,523.3,46.94,80.5,3.49,rob,
Mosaddek,Hossain,2,34.66,251,41.43,Right-hand bat,10.0,-,-,4.50,rob,
Mehidy,Hasan Miraz,11,16.72,668,45.05,Right-hand bat,518.0,38.45,67.5,3.41,rob,
Sunzamul,Islam,1,24.00,56,42.85,Left-hand bat,45.0,153.00,270.0,3.40,lo,
Taijul,Islam,17,9.08,540,40.37,Left-hand bat,673.0,38.01,69.6,3.27,lo,
Mustafizur,Rahman,9,3.66,104,31.73,Left-hand bat,230.3,35.85,65.8,3.26,lfm,
FDM,Karunaratne,48,35.01,6597,47.76,Left-hand bat,24.0,97.00,144.0,4.04,rm,
BKG,Mendis,23,37.20,2786,58.75,Right-hand bat,12.0,43.00,72.0,3.58,-,
DM,de Silva,12,48.52,1779,57.27,Right-hand bat,123.0,65.71,105.4,3.73,rob,
ARS,Silva,2,91.50,387,47.28,Right-hand bat,-,-,-,-,rob,
LD,Chandimal,45,44.51,6710,50.41,Right-hand bat,-,-,-,-,rob,
N,Dickwella,16,34.96,1330,73.60,Left-hand bat,-,-,-,-,-,
MDK,Perera,26,20.88,1744,50.28,Right-hand bat,1122.2,35.61,65.3,3.26,rob,
HMRKB,Herath,88,15.15,3264,50.15,Left-hand bat,4129.5,28.25,60.2,2.81,lo,
RAS,Lakmal,43,10.79,1065,48.63,Right-hand bat,1359.3,44.52,82.3,3.24,rfm,
CBRLS,Kumara,9,5.14,96,37.50,Left-hand bat,264.0,49.43,68.8,4.30,rf,
PADLR,Sandakan,9,11.00,165,46.66,Right-hand bat,297.0,38.78,63.6,3.65,lc,
