Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
NT,Paranavitana,13,35.73,1652,49.75,Left-hand bat,15.0,76.00,90.0,5.06,rob,
TM,Dilshan,63,43.40,5951,65.63,Right-hand bat,197.2,36.87,74.0,2.98,rob,
KC,Sangakkara,91,56.85,14351,55.85,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,113,54.06,17855,52.69,Right-hand bat,91.1,48.66,91.1,3.20,rm,
TT,Samaraweera,60,53.72,8866,47.86,Right-hand bat,215.1,48.50,92.2,3.15,rob,
AD,Mathews,10,36.15,786,59.79,Right-hand bat,116.0,62.66,116.0,3.24,rm,
HAPW,Jayawardene,33,29.18,2226,48.51,Right-hand bat,-,-,-,-,-,
S,Randiv,2,7.00,67,20.89,Right-hand bat,127.1,34.90,69.3,3.01,rob,
SL,Malinga,30,11.45,619,44.42,Right-hand bat,868.1,33.15,51.5,3.85,rf,
BAW,Mendis,12,16.11,339,42.77,Right-hand bat,538.0,32.88,64.5,3.05,rob,
UWMBCA,Welegedara,6,6.75,50,54.00,Right-hand bat,165.3,58.91,82.7,4.27,lfm,
M,Vijay,7,33.30,634,52.52,Right-hand bat,-,-,-,-,rob,
V,Sehwag,79,54.14,8630,81.56,Right-hand bat,523.1,40.97,80.4,3.05,rob,
R,Dravid,142,52.94,27133,42.34,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,169,56.02,,,Right-hand bat,665.4,52.25,90.7,3.45,-,
VVS,Laxman,113,47.22,15024,49.35,Right-hand bat,54.0,63.00,162.0,2.33,rob,
SK,Raina,2,111.50,384,58.07,Left-hand bat,5.0,-,-,4.20,rob,
MS,Dhoni,46,41.90,4211,60.69,Right-hand bat,2.0,-,-,7.00,rm,
A,Mithun,3,30.00,243,49.38,Right-hand bat,92.0,62.00,92.0,4.04,rm,
A,Mishra,10,18.63,341,60.11,Right-hand bat,475.0,39.69,79.1,3.00,rls,
I,Sharma,26,13.22,829,28.70,Right-hand bat,803.0,37.50,66.0,3.40,rfm,
PP,Ojha,6,21.00,193,21.76,Left-hand bat,287.1,42.80,82.0,3.13,lo,
