Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
M,Vijay,33,41.72,5111,47.34,Right-hand bat,36.0,105.00,216.0,2.91,rob,
KL,Rahul,4,31.50,529,47.63,Right-hand bat,-,-,-,-,-,
AM,Rahane,17,46.24,2371,56.55,Right-hand bat,-,-,-,-,rm,
V,Kohli,36,45.91,5147,53.52,Right-hand bat,24.0,-,-,2.91,rm,
RG,Sharma,13,37.80,1521,52.20,Right-hand bat,54.4,98.50,164.0,3.60,rob,
STR,Binny,4,20.71,270,53.70,Right-hand bat,50.0,184.00,300.0,3.68,rm,
WP,Saha,7,23.66,677,41.94,Right-hand bat,-,-,-,-,-,
R,Ashwin,27,32.50,1668,62.35,Right-hand bat,1344.4,28.53,57.2,2.99,rob,
A,Mishra,15,21.47,802,56.23,Right-hand bat,636.3,36.63,69.4,3.16,rls,
I,Sharma,64,9.01,1898,28.50,Right-hand bat,2140.3,37.58,66.8,3.37,rfm,
UT,Yadav,14,8.50,197,43.14,Right-hand bat,401.0,38.26,53.4,4.29,rf,
FDM,Karunaratne,20,34.05,2452,51.38,Left-hand bat,2.0,-,-,2.50,rm,
JK,Silva,21,33.97,3265,40.58,Right-hand bat,-,-,-,-,-,
KC,Sangakkara,134,57.40,22882,54.19,Left-hand bat,14.0,-,-,3.50,rob,
HDRL,Thirimanne,21,26.13,2337,40.26,Left-hand bat,14.0,-,-,3.64,rmf,
AD,Mathews,51,51.97,7416,49.75,Right-hand bat,491.0,49.67,105.2,2.83,rm,
LD,Chandimal,20,45.61,2352,60.11,Right-hand bat,-,-,-,-,rob,
J,Mubarak,13,17.50,885,43.50,Left-hand bat,17.1,-,-,3.84,rob,
KTGD,Prasad,22,12.78,792,53.28,Right-hand bat,629.4,41.22,65.1,3.79,rfm,
HMRKB,Herath,62,13.33,1856,49.56,Left-hand bat,2979.4,30.02,65.2,2.76,lo,
PHT,Kaushal,5,8.88,179,44.69,Right-hand bat,227.2,40.21,59.3,4.06,rob,
PVD,Chameera,2,3.00,26,23.07,Right-hand bat,62.5,36.83,62.8,3.51,rf,
