Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
H,Masakadza,37,30.33,4897,44.59,Right-hand bat,192.0,30.12,72.0,2.51,rm,
BB,Chari,6,13.16,432,36.57,Right-hand bat,3.0,-,-,4.00,rob,
BRM,Taylor,27,31.84,3203,50.70,Right-hand bat,7.0,-,-,5.42,rob,
SC,Williams,9,29.38,951,55.62,Left-hand bat,201.1,38.93,75.4,3.09,lo,
Sikandar,Raza,11,36.63,1451,55.54,Right-hand bat,254.5,44.15,80.4,3.29,rob,
PJ,Moor,7,33.61,992,44.05,Right-hand bat,-,-,-,-,rob,
RW,Chakabva,13,27.75,1688,39.45,Right-hand bat,-,-,-,-,rob,
WP,Masakadza,1,10.50,88,23.86,Left-hand bat,13.1,27.00,39.5,4.10,lo,
B,Mavuta,1,4.50,18,50.00,Right-hand bat,16.0,12.00,24.0,3.00,rls,
KM,Jarvis,11,10.54,332,34.93,Right-hand bat,342.3,30.05,52.6,3.42,rfm,
TL,Chatara,8,6.42,185,48.64,Right-hand bat,260.1,27.34,67.8,2.41,rfm,
Liton,Das,11,25.73,858,56.99,Right-hand bat,-,-,-,-,-,
Imrul,Kayes,35,26.16,3561,48.49,Left-hand bat,4.0,-,-,3.00,-,
Mominul,Haque,30,42.11,3941,55.56,Left-hand bat,70.1,66.00,105.2,3.76,lo,
Najmul,Hossain Shanto,2,12.00,153,31.37,Left-hand bat,0.4,-,-,19.50,rob,
Mahmudullah,,40,29.16,4065,51.66,Right-hand bat,549.3,45.82,80.4,3.41,rob,
Mushfiqur,Rahim,63,34.02,8034,46.58,Right-hand bat,-,-,-,-,-,
Ariful,Haque,1,79.00,133,59.39,Right-hand bat,4.0,-,-,1.75,rmf,
Mehidy,Hasan Miraz,15,15.60,844,46.20,Right-hand bat,671.0,35.93,66.0,3.26,rob,
Taijul,Islam,20,9.10,621,42.51,Left-hand bat,818.3,33.00,61.3,3.22,lo,
Nazmul,Islam,1,2.00,16,25.00,Left-hand bat,29.0,19.00,43.5,2.62,lo,
Abu,Jayed,3,0.50,30,6.66,Right-hand bat,80.3,29.50,60.3,2.93,rfm,
