Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
G,Gambhir,11,42.00,1024,61.52,Left-hand bat,-,-,-,-,rls,
V,Sehwag,38,55.00,4465,73.90,Right-hand bat,98.3,120.33,197.0,3.66,rob,
R,Dravid,93,57.43,18839,42.07,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,124,57.05,,,Right-hand bat,536.0,48.83,86.9,3.37,-,
VVS,Laxman,67,43.30,8237,49.94,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,85,40.89,10347,49.00,Left-hand bat,395.2,53.12,94.8,3.35,rm,
MS,Dhoni,1,30.00,54,55.55,Right-hand bat,-,-,-,-,rm,
IK,Pathan,16,21.11,859,41.79,Left-hand bat,549.1,26.40,49.1,3.22,lmf,
AB,Agarkar,23,15.09,934,51.71,Right-hand bat,736.3,47.20,83.3,3.39,rf,
A,Kumble,98,16.95,4401,38.15,Right-hand bat,5125.0,28.29,65.7,2.58,rls,
Harbhajan,Singh,48,14.53,1141,68.79,Right-hand bat,2131.4,28.42,62.3,2.73,rob,
DA,Gunawardene,5,16.33,230,63.91,Left-hand bat,-,-,-,-,-,
KC,Sangakkara,51,47.79,6908,53.96,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,72,47.86,9907,51.70,Right-hand bat,76.2,57.00,114.5,2.98,rm,
TT,Samaraweera,31,51.38,4431,41.75,Right-hand bat,214.1,47.92,91.7,3.13,rob,
MS,Atapattu,86,38.48,16,13,Right-hand bat,8.0,24.00,48.0,3.00,rls,
TM,Dilshan,28,38.60,2619,56.01,Right-hand bat,54.0,27.60,64.8,2.55,rob,
WPUJC,Vaas,89,21.46,5172,43.15,Left-hand bat,3221.4,28.62,64.8,2.64,lfm,
HMCM,Bandara,2,0.00,8,0.00,Right-hand bat,32.2,94.00,194.0,2.90,rls,
CRD,Fernando,19,5.58,383,24.80,Right-hand bat,455.2,32.20,49.6,3.88,rfm,
M,Muralitharan,97,12.81,1472,69.63,Right-hand bat,5395.1,22.26,56.7,2.35,rob,
J,Mubarak,5,20.87,382,43.71,Left-hand bat,12.0,-,-,3.33,rob,
