Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
FDM,Karunaratne,57,36.64,7988,49.08,Left-hand bat,31.0,117.00,186.0,3.77,rm,
HDRL,Thirimanne,30,23.01,3117,38.40,Left-hand bat,14.0,-,-,3.64,rmf,
LD,Chandimal,52,42.60,7630,49.13,Right-hand bat,-,-,-,-,rob,
BKG,Mendis,35,37.00,4382,56.57,Right-hand bat,13.0,55.00,78.0,4.23,-,
ARS,Silva,12,35.10,1712,41.00,Right-hand bat,-,-,-,-,rob,
DM,de Silva,22,33.51,2471,55.60,Right-hand bat,187.1,66.60,112.3,3.55,rob,
N,Dickwella,28,31.10,2168,70.29,Left-hand bat,-,-,-,-,-,
MDK,Perera,37,18.84,2330,47.72,Right-hand bat,1571.4,32.88,61.6,3.20,rob,
RAS,Lakmal,55,11.39,1470,49.59,Right-hand bat,1658.0,39.76,75.3,3.16,rfm,
PVD,Chameera,8,5.30,249,27.71,Right-hand bat,231.5,41.00,57.9,4.24,rf,
CBRLS,Kumara,15,3.38,130,33.84,Left-hand bat,464.5,36.44,55.7,3.91,rf,
MS,Harris,5,37.75,585,51.62,Left-hand bat,-,-,-,-,-,
JA,Burns,15,35.92,1593,58.63,Right-hand bat,-,-,-,-,-,
UT,Khawaja,40,41.62,5384,49.47,Left-hand bat,2.0,-,-,2.50,rm,
NM,Lyon,85,11.98,2007,45.98,Right-hand bat,3613.5,32.07,63.5,3.02,rob,
M,Labuschagne,4,33.33,398,50.25,Right-hand bat,55.0,33.28,47.1,4.23,rls,
TM,Head,7,36.91,1000,44.30,Left-hand bat,11.0,-,-,4.09,rob,
KR,Patterson,1,30.00,82,36.58,Left-hand bat,-,-,-,-,rob,
TD,Paine,20,33.53,2164,43.39,Right-hand bat,-,-,-,-,rm,
PJ,Cummins,19,20.30,1323,39.90,Right-hand bat,711.3,22.47,47.4,2.84,rf,
MA,Starc,50,21.85,2051,67.13,Left-hand bat,1723.5,29.10,51.4,3.39,lf,
JA,Richardson,1,1.00,7,14.28,Right-hand bat,27.0,9.00,32.4,1.66,rf,
