Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SV,Carlisle,26,26.63,3088,35.36,Right-hand bat,-,-,-,-,rm,
TR,Gripper,13,22.08,1809,29.29,Right-hand bat,75.4,96.66,151.3,3.83,rob,
ADR,Campbell,57,27.27,6480,41.66,Left-hand bat,11.0,-,-,2.54,rob,
A,Flower,60,52.44,10242,44.55,Left-hand bat,0.1,-,-,0.00,rob,
GJ,Rennie,23,22.73,2906,35.20,Left-hand bat,21.0,84.00,126.0,4.00,lo,
GW,Flower,60,29.36,9032,34.13,Right-hand bat,538.0,63.65,140.3,2.72,lo,
HH,Streak,50,21.51,3895,36.45,Right-hand bat,1818.3,26.93,62.3,2.59,rfm,
T,Taibu,3,5.00,100,30.00,Right-hand bat,-,-,-,-,rm,
TJ,Friend,9,29.60,751,39.41,Right-hand bat,285.2,41.04,77.8,3.16,rfm,
RW,Price,7,4.50,226,15.92,Right-hand bat,347.4,48.00,99.3,2.89,lo,
BT,Watambwa,5,2.33,37,18.91,Right-hand bat,137.1,31.64,58.7,3.22,rfm,
SS,Das,17,41.35,2821,41.04,Right-hand bat,3.0,-,-,2.33,rm,
D,Dasgupta,6,36.00,1059,30.59,Right-hand bat,-,-,-,-,-,
R,Dravid,54,52.07,10720,40.31,Right-hand bat,11.0,-,-,1.90,rob,
SR,Tendulkar,90,58.87,,,Right-hand bat,322.0,40.28,77.2,3.12,-,
SC,Ganguly,52,40.41,6705,47.62,Left-hand bat,300.2,44.00,78.3,3.36,rm,
VVS,Laxman,30,36.51,3307,51.88,Right-hand bat,25.0,-,-,2.72,rob,
SB,Bangar,2,136.00,265,51.32,Right-hand bat,13.0,-,-,2.84,rmf,
Z,Khan,10,7.72,193,44.04,Right-hand bat,302.1,39.76,69.7,3.42,lfm,
A,Kumble,67,18.04,3405,38.14,Right-hand bat,3514.5,27.69,68.2,2.43,rls,
J,Srinath,58,14.08,1754,47.37,Right-hand bat,2230.2,29.77,61.6,2.89,rfm,
Harbhajan,Singh,21,12.75,405,62.96,Right-hand bat,914.0,29.07,64.5,2.70,rob,
