Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
PA,Jaques,6,57.30,991,57.82,Left-hand bat,-,-,-,-,lm,
ML,Hayden,93,53.19,13507,60.25,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,114,58.35,16236,58.94,Right-hand bat,87.5,46.20,105.4,2.62,rm,
MEK,Hussey,20,84.80,3971,53.38,Left-hand bat,5.0,-,-,4.60,rm,
MJ,Clarke,31,44.43,3227,56.46,Right-hand bat,58.1,15.54,31.7,2.93,lo,
A,Symonds,17,41.95,1402,65.83,Right-hand bat,233.0,36.58,82.2,2.66,-,
AC,Gilchrist,94,48.12,6695,81.94,Left-hand bat,-,-,-,-,rob,
GB,Hogg,6,24.28,334,50.89,Left-hand bat,211.0,50.73,84.4,3.60,lc,
B,Lee,63,21.70,2117,55.36,Right-hand bat,2220.2,30.08,51.2,3.52,rf,
MG,Johnson,4,43.00,65,66.15,Left-hand bat,158.0,36.00,72.9,2.96,lf,
SR,Clark,13,13.70,194,70.61,Right-hand bat,486.4,20.20,47.0,2.57,rfm,
W,Jaffer,27,35.82,3687,48.57,Right-hand bat,11.0,9.00,33.0,1.63,rob,
R,Dravid,117,55.33,23275,42.08,Right-hand bat,20.0,39.00,120.0,1.95,rob,
VVS,Laxman,88,44.26,11200,49.00,Right-hand bat,44.0,53.50,132.0,2.43,rob,
SR,Tendulkar,144,55.44,,,Right-hand bat,642.4,52.52,91.8,3.43,-,
SC,Ganguly,101,43.35,12775,51.24,Left-hand bat,497.2,50.34,93.2,3.23,rm,
Yuvraj,Singh,22,32.83,1831,55.59,Left-hand bat,35.0,40.33,70.0,3.45,lo,
MS,Dhoni,24,35.61,1762,68.72,Right-hand bat,1.0,-,-,13.00,rm,
A,Kumble,123,18.28,5950,39.02,Right-hand bat,6411.0,28.67,64.2,2.67,rls,
Harbhajan,Singh,62,15.85,1592,66.70,Right-hand bat,2785.5,31.02,65.5,2.83,rob,
RP,Singh,9,6.62,155,34.19,Right-hand bat,295.3,33.88,52.1,3.89,lfm,
I,Sharma,3,11.50,41,56.09,Right-hand bat,89.1,55.83,89.1,3.75,rfm,
