Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Javed,Omar,35,22.10,4156,36.69,Right-hand bat,1.0,-,-,12.00,rls,
Shahriar,Nafees,6,33.50,723,55.60,Left-hand bat,-,-,-,-,-,
Habibul,Bashar,42,34.60,4698,60.40,Right-hand bat,39.0,-,-,5.00,rob,
Rajin,Saleh,17,29.06,2530,36.75,Right-hand bat,67.0,122.00,201.0,3.64,rob,
Mohammad,Ashraful,33,24.37,3369,44.85,Right-hand bat,139.0,69.22,92.6,4.48,rob,
Aftab,Ahmed,10,20.78,680,58.08,Right-hand bat,35.0,58.66,70.0,5.02,rm,
Khaled,Mashud,41,19.44,3970,34.28,Right-hand bat,-,-,-,-,-,
Mohammad,Rafique,26,21.82,1498,65.55,Left-hand bat,1205.3,36.59,83.1,2.64,lo,
Mashrafe,Mortaza,20,8.57,444,63.73,Right-hand bat,593.2,37.42,71.2,3.15,rfm,
Abdur,Razzak,1,7.50,26,57.69,Left-hand bat,30.0,-,-,3.30,lo,
Shahadat,Hossain,7,6.11,181,30.38,Right-hand bat,178.3,49.56,66.9,4.44,rmf,
ML,Hayden,84,53.08,12190,60.09,Left-hand bat,9.0,-,-,4.44,rm,
PA,Jaques,2,32.00,154,62.33,Left-hand bat,-,-,-,-,lm,
JN,Gillespie,71,18.73,3810,31.96,Right-hand bat,2372.2,26.13,54.9,2.85,rf,
RT,Ponting,105,58.22,14937,58.86,Right-hand bat,87.5,46.20,105.4,2.62,rm,
MEK,Hussey,11,75.93,2126,53.57,Left-hand bat,4.0,-,-,4.50,rm,
MJ,Clarke,22,36.22,2060,54.51,Right-hand bat,26.2,9.37,19.7,2.84,lo,
SK,Warne,140,16.61,5195,56.93,Right-hand bat,6542.5,25.25,57.3,2.64,rls,
B,Lee,54,21.08,1832,56.38,Right-hand bat,1849.4,31.45,52.5,3.58,rf,
AC,Gilchrist,85,48.80,6280,81.59,Left-hand bat,-,-,-,-,rob,
DJ,Cullen,1,-,-,-,Right-hand bat,14.0,54.00,84.0,3.85,rob,
SCG,MacGill,40,10.20,702,49.43,Right-hand bat,1701.5,27.20,51.5,3.16,rls,
