Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CH,Gayle,21,30.05,2200,46.45,Left-hand bat,79.2,25.87,59.5,2.60,rob,
WW,Hinds,22,31.94,2779,44.83,Left-hand bat,30.3,24.00,45.7,3.14,rm,
RR,Sarwan,22,39.31,3546,38.80,Right-hand bat,21.0,31.00,63.0,2.95,rls,
BC,Lara,88,49.48,12499,59.38,Left-hand bat,10.0,-,-,2.80,rls,
CL,Hooper,97,37.32,11130,50.30,Right-hand bat,2150.1,50.91,124.0,2.46,rob,
S,Chanderpaul,56,43.70,8725,40.06,Left-hand bat,231.0,116.16,231.0,3.01,rls,
RD,Jacobs,40,28.77,3619,46.11,Left-hand bat,-,-,-,-,-,
M,Dillon,26,7.60,988,34.61,Right-hand bat,996.1,30.74,60.3,3.05,rfm,
PT,Collins,11,4.93,263,30.03,Right-hand bat,428.4,47.82,88.6,3.23,lfm,
A,Sanford,5,3.14,89,24.71,Right-hand bat,151.4,34.93,60.6,3.45,rfm,
CE,Cuffy,12,4.50,233,23.17,Right-hand bat,445.2,32.42,76.3,2.54,rf,
SS,Das,23,34.89,3407,38.91,Right-hand bat,11.0,-,-,3.18,rm,
W,Jaffer,5,22.44,475,42.52,Right-hand bat,11.0,9.00,33.0,1.63,rob,
R,Dravid,60,51.44,11772,40.20,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,96,57.58,,,Right-hand bat,363.0,42.66,80.6,3.17,-,
SC,Ganguly,58,42.19,7768,47.25,Left-hand bat,329.2,46.91,85.9,3.27,rm,
VVS,Laxman,35,41.32,4233,51.73,Right-hand bat,42.0,100.00,252.0,2.38,rob,
A,Ratra,4,25.50,460,33.26,Right-hand bat,1.0,-,-,1.00,rm,
Harbhajan,Singh,25,11.66,503,62.62,Right-hand bat,1113.1,27.95,62.4,2.68,rob,
Z,Khan,16,9.15,331,52.56,Right-hand bat,515.2,39.30,71.9,3.27,lfm,
J,Srinath,64,13.01,1853,47.05,Right-hand bat,2464.2,30.46,63.7,2.86,rfm,
A,Nehra,8,5.00,124,24.19,Right-hand bat,299.4,34.38,69.1,2.98,lmf,
