Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
W,Jaffer,12,34.86,1685,45.51,Right-hand bat,11.0,9.00,33.0,1.63,rob,
V,Sehwag,47,53.59,5237,75.73,Right-hand bat,178.4,51.90,97.4,3.19,rob,
VVS,Laxman,75,42.46,9083,49.55,Right-hand bat,42.0,100.00,252.0,2.38,rob,
R,Dravid,102,58.34,20864,42.22,Right-hand bat,20.0,39.00,120.0,1.95,rob,
Yuvraj,Singh,17,35.90,1460,54.10,Left-hand bat,24.0,90.00,144.0,3.75,lo,
M,Kaif,11,37.81,1506,40.17,Right-hand bat,3.0,-,-,1.33,rob,
MS,Dhoni,11,35.40,695,76.40,Right-hand bat,1.0,-,-,13.00,rm,
IK,Pathan,25,27.83,1671,49.97,Left-hand bat,846.2,30.79,55.8,3.31,lmf,
A,Kumble,108,17.51,5048,38.17,Right-hand bat,5725.2,28.71,65.6,2.62,rls,
CH,Gayle,59,39.53,7224,55.27,Left-hand bat,694.2,36.34,85.0,2.56,rob,
D,Ganga,36,23.93,3918,38.48,Right-hand bat,27.0,-,-,3.18,rob,
RR,Sarwan,61,38.93,9079,44.16,Right-hand bat,291.1,46.19,83.1,3.33,rls,
BC,Lara,126,52.71,18985,60.25,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,96,44.75,14961,42.77,Left-hand bat,260.0,96.12,195.0,2.95,rls,
DJ,Bravo,14,35.72,1987,44.94,Right-hand bat,348.0,35.71,65.2,3.28,rm,
D,Ramdin,10,24.68,944,41.84,Right-hand bat,-,-,-,-,-,
IDR,Bradshaw,5,13.71,356,26.96,Left-hand bat,170.1,60.00,113.4,3.17,lfm,
JE,Taylor,5,12.40,124,50.00,Right-hand bat,97.0,71.80,116.4,3.70,rf,
PT,Collins,30,6.24,671,34.42,Right-hand bat,1072.1,33.93,64.3,3.16,lfm,
CD,Collymore,21,8.76,476,31.30,Right-hand bat,706.0,32.04,66.1,2.90,rfm,
VRV,Singh,2,2.00,8,25.00,Right-hand bat,47.0,79.00,141.0,3.36,rmf,
MM,Patel,4,6.33,51,37.25,Right-hand bat,166.0,23.84,52.4,2.72,rmf,
