Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
W,Jaffer,17,33.37,2351,45.42,Right-hand bat,11.0,9.00,33.0,1.63,rob,
KD,Karthik,11,24.71,783,44.18,Right-hand bat,-,-,-,-,-,
R,Dravid,107,57.33,21754,42.17,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,135,54.70,,,Right-hand bat,568.1,50.68,89.7,3.38,-,
VVS,Laxman,80,42.41,10046,48.55,Right-hand bat,42.0,100.00,252.0,2.38,rob,
SC,Ganguly,91,40.86,11038,49.23,Left-hand bat,423.2,55.42,97.6,3.40,rm,
V,Sehwag,52,49.46,5485,75.75,Right-hand bat,214.2,48.14,91.8,3.14,rob,
A,Kumble,113,17.21,5342,38.35,Right-hand bat,5949.0,28.65,65.2,2.63,rls,
Z,Khan,45,12.58,1106,52.35,Right-hand bat,1443.4,35.76,64.6,3.32,lfm,
S,Sreesanth,8,14.00,209,60.28,Right-hand bat,284.5,25.97,46.1,3.37,rfm,
MM,Patel,7,5.33,102,31.37,Right-hand bat,250.0,29.00,60.0,2.90,rmf,
GC,Smith,51,48.44,6861,60.02,Left-hand bat,210.5,93.75,158.1,3.55,rob,
AB,de Villiers,25,37.97,3219,53.09,Right-hand bat,33.0,49.50,99.0,3.00,rm,
HM,Amla,10,23.94,1022,44.52,Right-hand bat,1.0,-,-,4.00,-,
JH,Kallis,104,55.12,19059,42.80,Right-hand bat,2314.5,32.04,68.4,2.81,rfm,
AG,Prince,26,41.05,3769,41.39,Left-hand bat,13.0,31.00,78.0,2.38,rob,
HH,Gibbs,82,43.33,11535,50.34,Right-hand bat,1.0,-,-,4.00,-,
MV,Boucher,99,30.00,7346,50.65,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,105,32.19,7053,52.48,Right-hand bat,3963.5,23.18,58.2,2.38,rfm,
PL,Harris,1,-,29,37.93,Right-hand bat,59.0,35.80,70.8,3.03,lo,
DW,Steyn,10,7.70,234,32.90,Right-hand bat,316.0,32.57,49.8,3.91,rf,
M,Ntini,72,10.10,1081,55.13,Right-hand bat,2534.3,28.06,52.6,3.19,rf,
