Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Hannan,Sarkar,14,23.77,1360,47.20,Right-hand bat,-,-,-,-,rm,
Shahriar,Hossain,3,19.80,238,41.59,Right-hand bat,-,-,-,-,rob,
Habibul,Bashar,28,34.14,3238,56.94,Right-hand bat,39.0,-,-,5.00,rob,
Rajin,Saleh,7,26.76,968,35.95,Right-hand bat,21.0,61.00,126.0,2.90,rob,
Mohammad,Ashraful,17,21.59,1730,39.94,Right-hand bat,98.2,89.40,118.0,4.54,rob,
Manjural,Islam Rana,2,52.50,303,34.65,Left-hand bat,26.2,49.50,79.0,3.75,lo,
Mushfiqur,Rahman,6,18.66,583,28.81,Right-hand bat,123.5,62.00,106.1,3.50,rfm,
Khaled,Mashud,25,17.35,2257,32.29,Right-hand bat,-,-,-,-,-,
Tapash,Baisya,13,8.25,397,41.56,Right-hand bat,350.2,52.52,84.0,3.74,rfm,
Mohammad,Rafique,10,13.53,397,51.13,Left-hand bat,487.5,29.35,69.6,2.52,lo,
Alamgir,Kabir,3,2.00,86,9.30,Right-hand bat,43.3,-,-,5.08,rmf,
DD,Ebrahim,20,25.88,2318,40.20,Right-hand bat,-,-,-,-,rm,
TR,Gripper,20,21.86,2473,32.71,Right-hand bat,132.1,84.83,132.1,3.85,rob,
SV,Carlisle,35,27.78,4220,37.53,Right-hand bat,-,-,-,-,rm,
GW,Flower,67,29.54,10013,34.52,Right-hand bat,563.0,61.48,135.1,2.73,lo,
T,Taibu,14,23.96,1507,39.74,Right-hand bat,-,-,-,-,rm,
SM,Ervine,5,32.62,471,55.41,Left-hand bat,95.0,43.11,63.3,4.08,-,
HH,Streak,59,23.55,4909,36.95,Right-hand bat,2123.1,27.58,63.0,2.62,rfm,
TJ,Friend,13,29.80,1020,43.82,Right-hand bat,333.2,43.60,80.0,3.27,rfm,
NB,Mahwire,5,6.75,122,22.13,Right-hand bat,92.5,131.66,185.6,4.25,rfm,
RW,Price,18,9.73,733,30.55,Right-hand bat,855.5,35.86,74.4,2.89,lo,
DT,Hondo,5,5.33,79,20.25,Right-hand bat,104.4,29.81,57.0,3.13,rfm,
