Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KC,Brathwaite,54,35.15,8207,41.12,Right-hand bat,291.3,56.70,102.8,3.30,rob,
JD,Campbell,1,38.50,117,65.81,Left-hand bat,4.1,-,-,2.40,rob,
SD,Hope,27,28.57,3291,42.54,Right-hand bat,-,-,-,-,-,
DM,Bravo,50,39.11,7456,45.64,Left-hand bat,1.0,-,-,2.00,rm,
RL,Chase,27,32.23,3161,47.92,Right-hand bat,598.2,41.20,71.8,3.44,rob,
SO,Hetmyer,11,32.09,908,77.75,Left-hand bat,-,-,-,-,-,
SO,Dowrich,28,29.86,2865,45.86,Right-hand bat,-,-,-,-,-,
JO,Holder,36,33.86,2925,60.20,Right-hand bat,958.5,28.29,65.3,2.59,rmf,
KAJ,Roach,51,11.75,2063,37.61,Right-hand bat,1501.1,28.21,52.6,3.21,rfm,
AS,Joseph,7,3.41,162,25.30,Right-hand bat,204.1,35.44,68.0,3.12,rfm,
ST,Gabriel,41,4.87,484,39.25,Right-hand bat,1067.2,29.81,52.4,3.40,rf,
RJ,Burns,4,30.12,444,54.27,Left-hand bat,-,-,-,-,rm,
KK,Jennings,16,25.86,1696,44.22,Left-hand bat,12.1,-,-,4.52,rmf,
JM,Bairstow,61,37.38,6725,55.58,Right-hand bat,-,-,-,-,rm,
JE,Root,78,49.87,11750,55.60,Right-hand bat,328.0,49.30,98.4,3.00,rob,
BA,Stokes,50,33.33,5073,59.13,Left-hand bat,1185.3,32.24,57.8,3.34,rfm,
JC,Buttler,29,35.77,2574,61.14,Right-hand bat,-,-,-,-,-,
MM,Ali,56,30.24,5249,51.28,Left-hand bat,1721.2,37.37,61.8,3.62,rob,
BT,Foakes,4,47.33,513,55.36,Right-hand bat,-,-,-,-,-,
SM,Curran,8,33.46,750,58.00,Left-hand bat,135.5,31.66,54.3,3.49,lmf,
AU,Rashid,19,19.28,1270,42.51,Right-hand bat,636.0,39.83,63.6,3.75,rls,
JM,Anderson,146,9.94,2922,40.14,Left-hand bat,5339.0,26.92,56.2,2.87,rfm,
