Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Hannan,Sarkar,17,20.06,1419,46.65,Right-hand bat,-,-,-,-,rm,
Javed,Omar,22,22.02,2755,34.37,Right-hand bat,1.0,-,-,12.00,rls,
Nafees,Iqbal,1,25.00,129,38.75,Right-hand bat,-,-,-,-,rm,
Rajin,Saleh,10,27.00,1475,34.77,Right-hand bat,35.0,101.00,210.0,2.88,rob,
Mohammad,Ashraful,20,23.44,2310,38.57,Right-hand bat,103.2,94.60,124.0,4.57,rob,
Alok,Kapali,15,18.37,1078,49.44,Right-hand bat,177.5,113.33,177.8,3.82,rls,
Khaled,Mashud,28,19.52,2737,32.80,Right-hand bat,-,-,-,-,-,
Manjural,Islam Rana,4,27.33,506,32.41,Left-hand bat,96.2,56.60,115.6,2.93,lo,
Mohammad,Rafique,13,19.00,689,57.91,Left-hand bat,626.0,30.30,72.2,2.51,lo,
Tapash,Baisya,16,10.04,586,42.83,Right-hand bat,432.2,56.44,89.4,3.78,rfm,
Tareq,Aziz,3,11.00,147,14.96,Right-hand bat,60.0,261.00,360.0,4.35,rmf,
MH,Richardson,35,47.36,7141,37.80,Left-hand bat,11.0,21.00,66.0,1.90,lo,
MS,Sinclair,22,39.71,2888,44.00,Right-hand bat,4.0,-,-,3.25,rm,
SP,Fleming,86,38.58,12324,43.52,Left-hand bat,-,-,-,-,-,
SB,Styris,16,41.30,2129,50.44,Right-hand bat,255.3,50.00,95.8,3.13,rm,
NJ,Astle,63,37.78,7616,49.12,Right-hand bat,773.5,47.52,128.9,2.21,rm,
JDP,Oram,14,38.90,1560,49.87,Left-hand bat,418.4,30.23,73.8,2.45,rfm,
BB,McCullum,7,44.54,902,54.32,Right-hand bat,-,-,-,-,-,
DL,Vettori,56,20.29,2836,48.66,Left-hand bat,2299.2,36.63,83.1,2.64,lo,
JEC,Franklin,4,11.00,160,27.50,Left-hand bat,120.0,19.72,40.0,2.95,lm,
PJ,Wiseman,20,11.90,796,31.40,Right-hand bat,737.5,44.90,88.5,3.04,rob,
IG,Butler,8,9.50,163,46.62,Right-hand bat,228.0,36.83,57.0,3.87,rf,
