Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
D,Elgar,16,39.42,1781,46.49,Left-hand bat,62.1,52.00,74.6,4.18,lo,
S,van Zyl,4,76.66,362,63.53,Left-hand bat,33.0,32.00,99.0,1.93,rm,
F,du Plessis,21,51.55,3555,42.05,Right-hand bat,13.0,-,-,5.30,rls,
HM,Amla,83,52.48,13121,51.59,Right-hand bat,9.0,-,-,4.11,-,
T,Bavuma,3,26.33,184,42.93,Right-hand bat,-,-,-,-,rm,
JP,Duminy,28,35.55,2989,42.82,Left-hand bat,357.0,39.81,66.9,3.56,rob,
Q,de Kock,6,33.00,468,56.41,Left-hand bat,-,-,-,-,-,
VD,Philander,30,26.70,1627,44.31,Right-hand bat,972.5,21.92,47.4,2.77,rfm,
SR,Harmer,2,9.50,85,22.35,Right-hand bat,85.0,25.80,51.0,3.03,rob,
DW,Steyn,79,14.49,2532,44.07,Right-hand bat,2769.5,22.58,41.6,3.25,rf,
M,Morkel,63,12.08,1462,48.76,Left-hand bat,2029.2,29.58,56.1,3.16,rf,
Tamim,Iqbal,41,39.89,5613,55.44,Left-hand bat,5.0,-,-,4.00,-,
Imrul,Kayes,23,27.77,2555,47.82,Left-hand bat,4.0,-,-,3.00,-,
Mominul,Haque,16,56.64,2568,55.14,Left-hand bat,53.1,192.00,319.0,3.61,lo,
Mahmudullah,,26,31.29,2841,51.77,Right-hand bat,491.3,45.40,79.7,3.41,rob,
Mushfiqur,Rahim,47,31.91,5576,46.35,Right-hand bat,-,-,-,-,-,
Shakib,Al Hasan,41,39.82,4552,61.24,Left-hand bat,1630.2,33.31,66.5,3.00,lo,
Liton,Das,2,47.00,147,63.94,Right-hand bat,-,-,-,-,-,
Mohammad,Shahid,4,14.00,77,72.72,Right-hand bat,105.0,57.60,126.0,2.74,rmf,
Taijul,Islam,9,11.41,291,47.07,Left-hand bat,374.5,33.94,62.4,3.26,lo,
Mustafizur,Rahman,1,3.00,13,23.07,Left-hand bat,22.4,14.50,34.0,2.55,lfm,
Jubair,Hossain,5,4.33,88,14.77,Right-hand bat,119.1,30.81,44.6,4.13,rls,
