Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
RJ,Nicol,2,7.00,105,26.66,Right-hand bat,2.5,-,-,4.58,-,
MJ,Guptill,21,31.39,2690,44.34,Right-hand bat,46.2,39.20,55.6,4.23,rob,
BB,McCullum,63,36.95,6121,60.97,Right-hand bat,6.0,-,-,3.00,-,
LRPL,Taylor,36,43.23,4690,58.08,Right-hand bat,15.0,21.50,45.0,2.86,rob,
KS,Williamson,11,30.52,1308,44.34,Right-hand bat,57.3,49.00,69.0,4.26,rob,
DL,Vettori,110,30.52,7681,58.01,Left-hand bat,4676.5,33.87,78.3,2.59,lo,
CFK,van Wyk,2,25.66,162,47.53,Right-hand bat,-,-,-,-,-,
DAJ,Bracewell,6,6.11,180,30.55,Right-hand bat,181.2,19.00,38.8,2.93,rfm,
MR,Gillespie,4,11.00,118,55.93,Right-hand bat,105.0,28.93,39.3,4.40,rfm,
BJ,Arnel,6,5.62,148,30.40,Right-hand bat,168.0,62.88,112.0,3.36,rmf,
CS,Martin,67,2.38,584,20.03,Right-hand bat,2219.2,33.27,59.4,3.35,rfm,
GC,Smith,98,49.97,13237,60.40,Left-hand bat,226.2,104.87,169.7,3.70,rob,
AN,Petersen,12,34.00,1413,52.93,Right-hand bat,12.0,36.00,72.0,3.00,rob,
DW,Steyn,53,15.40,1750,44.00,Right-hand bat,1817.5,23.15,40.3,3.43,rf,
HM,Amla,58,46.81,8661,50.81,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,152,56.78,27151,45.59,Right-hand bat,3159.0,32.45,68.6,2.83,rfm,
AB,de Villiers,73,49.09,9812,54.53,Right-hand bat,33.0,49.50,99.0,3.00,rm,
JA,Rudolph,42,36.86,5421,44.19,Left-hand bat,110.4,108.00,166.0,3.90,rls,
MV,Boucher,146,30.21,10922,50.07,Right-hand bat,1.2,6.00,8.0,4.50,rm,
VD,Philander,6,11.16,211,31.75,Right-hand bat,187.0,13.60,24.9,3.27,rfm,
M,Morkel,38,13.97,1164,46.82,Left-hand bat,1223.2,30.80,55.1,3.34,rf,
Imran,Tahir,7,15.00,109,68.80,Right-hand bat,204.5,37.05,68.2,3.25,rls,
