Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Petersen,21,42.05,2930,51.67,Right-hand bat,19.0,62.00,114.0,3.26,rob,
GC,Smith,107,49.28,14453,59.66,Left-hand bat,236.2,110.62,177.2,3.74,rob,
HM,Amla,67,51.39,10531,52.21,Right-hand bat,9.0,-,-,4.11,-,
JH,Kallis,160,56.73,28346,46.03,Right-hand bat,3260.4,32.40,68.6,2.83,rfm,
AB,de Villiers,82,49.27,11068,54.31,Right-hand bat,33.0,49.50,99.0,3.00,rm,
F,du Plessis,4,111.25,995,44.72,Right-hand bat,10.0,-,-,6.00,rls,
D,Elgar,3,41.33,238,52.10,Left-hand bat,1.0,-,-,4.00,lo,
RJ,Peterson,9,20.70,303,68.31,Left-hand bat,237.0,31.08,56.8,3.27,lo,
DW,Steyn,62,13.75,2002,41.90,Right-hand bat,2162.2,23.28,41.5,3.35,rf,
RK,Kleinveldt,3,13.50,53,50.94,Right-hand bat,86.1,42.50,64.6,3.94,rfm,
MJ,Guptill,30,30.60,3931,43.60,Right-hand bat,50.2,43.40,60.4,4.31,rob,
BB,McCullum,72,35.12,7037,59.40,Right-hand bat,6.0,-,-,3.00,-,
KS,Williamson,20,30.27,2630,41.44,Right-hand bat,114.5,53.00,86.1,3.69,rob,
DG,Brownlie,9,34.18,1177,46.47,Right-hand bat,11.0,52.00,66.0,4.72,rm,
DR,Flynn,24,25.95,2580,40.23,Left-hand bat,1.0,-,-,0.00,-,
BJ,Watling,10,33.00,1179,44.78,Right-hand bat,-,-,-,-,-,
C,Munro,1,7.50,26,57.69,Left-hand bat,18.0,20.00,54.0,2.22,rmf,
DAJ,Bracewell,15,10.42,645,42.01,Right-hand bat,440.4,31.89,57.4,3.32,rfm,
N,Wagner,3,8.33,225,22.22,Left-hand bat,93.0,68.80,111.6,3.69,lmf,
JS,Patel,19,12.00,594,46.46,Right-hand bat,787.1,48.46,90.8,3.20,rob,
TA,Boult,10,16.62,205,64.87,Right-hand bat,285.0,31.43,57.0,3.30,lfm,
M,Morkel,47,13.80,1302,49.84,Left-hand bat,1553.0,29.70,54.4,3.27,rf,
