Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CT,Bancroft,9,27.80,936,44.55,Right-hand bat,-,-,-,-,-,
DA,Warner,75,47.55,8562,74.43,Left-hand bat,57.0,67.25,85.5,4.71,rls,
UT,Khawaja,42,42.05,5594,50.37,Left-hand bat,2.0,-,-,2.50,rm,
SPD,Smith,65,62.96,11597,55.91,Right-hand bat,226.1,55.41,79.8,4.16,rls,
TM,Head,9,49.93,1476,50.74,Left-hand bat,13.0,-,-,4.00,rob,
MS,Wade,23,30.21,1997,49.92,Left-hand bat,2.0,-,-,3.50,rm,
TD,Paine,22,34.10,2336,43.79,Right-hand bat,-,-,-,-,rm,
JL,Pattinson,18,29.15,884,42.87,Left-hand bat,581.3,26.97,48.4,3.33,rfm,
PJ,Cummins,21,20.70,1366,40.92,Right-hand bat,778.0,21.64,46.2,2.80,rf,
PM,Siddle,65,14.59,2380,47.22,Right-hand bat,2259.5,30.37,62.7,2.90,rfm,
NM,Lyon,87,12.14,2033,45.99,Right-hand bat,3714.4,31.87,63.3,3.02,rob,
RJ,Burns,8,28.50,1024,44.53,Left-hand bat,-,-,-,-,rm,
JJ,Roy,2,28.75,169,68.04,Right-hand bat,-,-,-,-,-,
JE,Root,82,48.94,12306,55.28,Right-hand bat,340.0,51.80,102.0,3.04,rob,
JL,Denly,4,21.75,345,50.43,Right-hand bat,20.0,-,-,4.80,rls,
JC,Buttler,32,34.56,2911,59.36,Right-hand bat,-,-,-,-,-,
BA,Stokes,53,33.76,5494,58.39,Left-hand bat,1261.2,32.18,57.7,3.34,rfm,
JM,Bairstow,65,35.70,6894,55.41,Right-hand bat,-,-,-,-,rm,
MM,Ali,60,28.97,5442,51.12,Left-hand bat,1828.4,36.59,60.6,3.62,rob,
CR,Woakes,28,30.52,2191,50.15,Right-hand bat,818.2,30.81,59.8,3.08,rfm,
SCJ,Broad,128,19.24,4819,64.68,Left-hand bat,4361.1,28.78,58.1,2.97,rfm,
JM,Anderson,149,9.68,2968,39.79,Left-hand bat,5393.1,26.94,56.2,2.87,rfm,
