Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
FDM,Karunaratne,16,34.00,1940,50.82,Left-hand bat,2.0,-,-,2.50,rm,
JK,Silva,17,36.75,2863,41.07,Right-hand bat,-,-,-,-,-,
KC,Sangakkara,131,58.43,22624,54.23,Left-hand bat,14.0,-,-,3.50,rob,
HDRL,Thirimanne,17,26.65,1928,40.09,Left-hand bat,14.0,-,-,3.64,rmf,
AD,Mathews,47,50.26,6581,48.88,Right-hand bat,432.0,55.78,112.6,2.96,rm,
LD,Chandimal,16,43.00,1904,56.46,Right-hand bat,-,-,-,-,rob,
KDK,Vithanage,7,33.00,352,75.00,Left-hand bat,29.0,133.00,174.0,4.58,rls,
MDK,Perera,8,11.91,382,37.43,Right-hand bat,397.2,30.90,59.6,3.11,rob,
KTGD,Prasad,18,14.57,687,55.16,Right-hand bat,483.1,48.20,72.4,3.99,rfm,
HMRKB,Herath,59,13.22,1749,49.91,Left-hand bat,2837.4,29.94,64.9,2.76,lo,
N,Pradeep,10,5.18,171,33.33,Right-hand bat,318.4,56.00,83.1,4.04,rfm,
Mohammad,Hafeez,43,39.45,5166,56.52,Right-hand bat,644.5,33.80,75.8,2.67,rob,
Ahmed,Shehzad,9,48.12,1427,53.95,Right-hand bat,8.0,-,-,3.50,rls,
Azhar,Ali,42,43.73,7868,40.58,Right-hand bat,43.0,79.00,129.0,3.67,rls,
Younis,Khan,99,53.71,16349,52.56,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,56,48.82,8949,43.64,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,36,43.66,4834,46.06,Right-hand bat,7.0,32.00,42.0,4.57,rob,
Sarfaraz,Ahmed,16,49.95,1373,76.40,Right-hand bat,-,-,-,-,rob,
Wahab,Riaz,11,9.90,308,35.38,Right-hand bat,323.2,31.51,55.4,3.41,lf,
Yasir,Shah,8,10.85,163,46.62,Right-hand bat,373.5,26.19,48.7,3.22,rls,
Zulfiqar,Babar,9,26.50,142,74.64,Right-hand bat,450.2,36.17,67.5,3.21,lo,
Junaid,Khan,21,7.31,295,39.66,Right-hand bat,734.3,30.48,62.9,2.90,lf,
