Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MS,Atapattu,67,37.93,11,12,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,82,41.05,10,25,Left-hand bat,1002.1,34.48,83.5,2.47,lo,
KC,Sangakkara,32,46.97,4470,50.44,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,53,47.98,7169,52.21,Right-hand bat,70.2,53.50,105.5,3.04,rm,
TM,Dilshan,11,33.43,1134,47.17,Right-hand bat,3.0,-,-,3.33,rob,
HP,Tillakaratne,79,43.61,11,19,Left-hand bat,12.4,-,-,1.97,rob,
TT,Samaraweera,13,60.36,1555,42.70,Right-hand bat,132.4,36.18,72.3,3.00,rob,
WPUJC,Vaas,70,19.87,4017,41.07,Left-hand bat,2582.1,30.26,68.8,2.63,lfm,
HDPK,Dharmasena,30,20.52,2646,32.57,Right-hand bat,1112.3,41.31,99.6,2.48,rob,
KADM,Fernando,2,28.00,129,43.41,Right-hand bat,21.0,107.00,126.0,5.09,rfm,
M,Muralitharan,84,12.32,1277,65.62,Right-hand bat,4760.5,23.06,59.7,2.31,rob,
ME,Trescothick,42,43.12,5917,52.47,Left-hand bat,20.0,52.00,120.0,2.60,rm,
MP,Vaughan,39,47.47,6062,50.90,Right-hand bat,118.0,79.00,141.6,3.34,rob,
MA,Butcher,61,34.53,8597,43.38,Left-hand bat,150.1,36.06,60.0,3.60,rm,
N,Hussain,90,37.06,13371,40.46,Right-hand bat,5.0,-,-,3.00,rls,
GP,Thorpe,82,42.46,12003,45.98,Left-hand bat,23.0,-,-,1.60,rm,
PD,Collingwood,2,22.25,315,28.25,Right-hand bat,16.0,-,-,2.31,rm,
A,Flintoff,28,24.48,1563,70.50,Right-hand bat,802.5,46.44,96.3,2.89,rfm,
CMW,Read,7,16.22,411,35.52,Right-hand bat,-,-,-,-,-,
GJ,Batty,3,30.50,398,30.65,Right-hand bat,124.2,45.87,93.2,2.95,rob,
AF,Giles,29,17.65,1539,40.15,Right-hand bat,1177.0,38.66,87.1,2.66,lo,
RJ,Kirtley,3,4.75,95,20.00,Right-hand bat,148.5,25.29,52.5,2.88,rfm,
