Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MS,Atapattu,44,34.07,6,7,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,59,39.17,7,16,Left-hand bat,698.1,33.81,79.0,2.56,lo,
KC,Sangakkara,9,33.31,1220,43.68,Left-hand bat,-,-,-,-,rob,
PA,de Silva,89,41.91,,,Right-hand bat,394.0,40.85,87.5,2.79,rob,
DPMD,Jayawardene,30,42.97,4059,49.76,Right-hand bat,68.2,53.00,102.5,3.10,rm,
RP,Arnold,27,29.65,2838,42.84,Left-hand bat,205.2,50.72,112.0,2.71,rob,
TM,Dilshan,10,26.57,911,40.83,Right-hand bat,-,-,-,-,rob,
WPUJC,Vaas,48,18.01,2730,38.27,Left-hand bat,1707.0,30.27,71.1,2.55,lfm,
CRD,Fernando,6,3.83,98,23.46,Right-hand bat,116.5,43.45,63.7,4.09,rfm,
D,Hettiarachchi,1,0.00,25,0.00,Right-hand bat,27.0,20.50,81.0,1.51,lo,
M,Muralitharan,62,12.39,936,63.56,Right-hand bat,3382.4,25.62,64.0,2.40,rob,
MA,Atherton,108,38.58,19858,37.30,Right-hand bat,68.0,151.00,204.0,4.44,rls,
ME,Trescothick,9,36.68,1544,38.01,Left-hand bat,15.0,36.00,90.0,2.40,rm,
N,Hussain,59,34.67,8625,38.19,Right-hand bat,5.0,-,-,3.00,rls,
GP,Thorpe,66,40.45,9473,44.84,Left-hand bat,23.0,-,-,1.60,rm,
AJ,Stewart,108,39.35,14925,47.46,Right-hand bat,3.2,-,-,3.90,rm,
MP,Vaughan,9,27.13,1176,34.60,Right-hand bat,26.0,-,-,3.76,rob,
C,White,18,20.08,1347,37.26,Right-hand bat,388.2,32.40,62.9,3.08,-,
AF,Giles,7,12.57,317,27.76,Right-hand bat,339.1,33.00,81.4,2.43,lo,
RDB,Croft,20,17.41,1146,36.47,Right-hand bat,766.5,37.81,95.8,2.36,rob,
AR,Caddick,43,10.89,1963,32.19,Right-hand bat,1525.2,28.51,60.2,2.84,rfm,
D,Gough,49,12.21,1680,41.42,Right-hand bat,1683.3,27.16,51.2,3.17,rfm,
