Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,66,45.66,8925,52.19,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,45,56.75,6385,61.33,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,70,50.96,8515,57.46,Right-hand bat,71.5,46.50,107.7,2.58,rm,
DR,Martyn,34,46.65,4001,51.31,Right-hand bat,46.0,66.00,138.0,2.86,rm,
SR,Waugh,163,51.20,21839,48.53,Right-hand bat,1265.5,36.87,83.4,2.65,rm,
DS,Lehmann,15,49.75,1611,61.76,Left-hand bat,79.2,25.71,68.0,2.26,lo,
AC,Gilchrist,46,61.06,3651,83.62,Left-hand bat,-,-,-,-,rob,
DD,Ebrahim,17,26.61,2066,39.93,Right-hand bat,-,-,-,-,rm,
TR,Gripper,15,21.46,1987,30.24,Right-hand bat,102.1,87.60,122.6,4.28,rob,
MA,Vermeulen,4,23.87,346,55.20,Right-hand bat,-,-,-,-,rob,
SV,Carlisle,30,25.08,3498,35.13,Right-hand bat,-,-,-,-,rm,
CB,Wishart,22,20.87,1884,43.20,Right-hand bat,-,-,-,-,rob,
CN,Evans,3,8.66,161,32.29,Right-hand bat,9.0,-,-,3.88,rm,
T,Taibu,9,16.94,736,39.13,Right-hand bat,-,-,-,-,rm,
HH,Streak,54,21.05,4237,36.27,Right-hand bat,1969.5,27.55,63.2,2.61,rfm,
SM,Ervine,3,16.83,196,51.53,Left-hand bat,56.0,43.00,56.0,4.60,-,
AM,Blignaut,11,19.94,575,65.91,Left-hand bat,353.4,36.11,62.4,3.47,rmf,
RW,Price,13,9.00,532,28.75,Right-hand bat,608.1,48.19,101.3,2.85,lo,
AJ,Bichel,16,18.76,476,67.01,Right-hand bat,442.1,30.10,55.2,3.26,rfm,
B,Lee,34,20.67,989,58.54,Right-hand bat,1106.1,29.82,51.4,3.47,rf,
JN,Gillespie,46,14.38,1760,29.43,Right-hand bat,1526.2,24.55,51.1,2.87,rf,
SCG,MacGill,26,9.07,529,44.61,Right-hand bat,1157.5,26.30,52.2,3.02,rls,
