Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,45,40.35,6128,55.97,Left-hand bat,5.0,-,-,4.00,-,
Imrul,Kayes,27,28.64,2935,48.79,Left-hand bat,4.0,-,-,3.00,-,
Mominul,Haque,20,51.15,2971,55.09,Left-hand bat,54.1,192.00,325.0,3.54,lo,
Mahmudullah,,30,30.59,3190,51.78,Right-hand bat,497.3,44.05,76.5,3.45,rob,
Shakib,Al Hasan,45,40.85,5112,61.54,Left-hand bat,1748.2,32.45,65.1,2.98,lo,
Mushfiqur,Rahim,51,33.58,6256,46.70,Right-hand bat,-,-,-,-,-,
Sabbir,Rahman,3,50.50,344,58.72,Right-hand bat,8.0,-,-,2.87,rls,
Mehidy,Hasan Miraz,3,1.00,48,12.50,Right-hand bat,158.0,22.80,45.1,3.03,rob,
Taskin,Ahmed,1,4.00,43,18.60,Left-hand bat,35.0,179.00,210.0,5.11,rf,
Kamrul,Islam Rabbi,3,2.80,60,23.33,Right-hand bat,52.0,49.75,78.0,3.82,rmf,
JA,Raval,3,37.60,413,45.52,Left-hand bat,-,-,-,-,rls,
TWM,Latham,28,39.05,4423,45.91,Left-hand bat,-,-,-,-,rm,
KS,Williamson,57,50.57,9607,50.01,Right-hand bat,337.3,38.93,69.8,3.34,rob,
LRPL,Taylor,79,46.75,9993,59.42,Right-hand bat,16.0,24.00,48.0,3.00,rob,
HM,Nicholls,10,26.57,832,44.71,Left-hand bat,-,-,-,-,rob,
C,de Grandhomme,3,28.00,129,86.82,Right-hand bat,70.5,19.44,47.2,2.47,rmf,
BJ,Watling,48,38.84,5737,44.69,Right-hand bat,-,-,-,-,-,
MJ,Santner,12,26.26,856,46.02,Left-hand bat,379.3,38.68,78.5,2.95,lo,
TG,Southee,55,16.66,1450,88.48,Right-hand bat,2029.0,32.02,63.0,3.04,rmf,
N,Wagner,28,12.07,786,41.47,Left-hand bat,1025.5,28.81,53.9,3.20,lmf,
TA,Boult,48,14.53,906,51.32,Right-hand bat,1751.3,29.36,59.0,2.98,lfm,
Subashis,Roy,1,0.00,8,0.00,Right-hand bat,31.2,40.33,62.6,3.86,rfm,
