Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,8,23.57,780,42.30,Left-hand bat,1.0,-,-,1.00,-,
Imrul,Kayes,2,6.25,88,28.40,Left-hand bat,-,-,-,-,-,
Junaid,Siddique,8,20.73,721,43.13,Left-hand bat,2.0,-,-,1.00,rob,
Mohammad,Ashraful,46,23.05,4277,45.82,Right-hand bat,208.1,69.71,89.2,4.68,rob,
Mehrab,Hossain jnr,5,21.00,353,47.59,Left-hand bat,36.5,74.00,110.5,4.01,lo,
Raqibul,Hasan,1,21.50,94,45.74,Right-hand bat,-,-,-,-,rls,
Shakib,Al Hasan,10,22.82,809,47.96,Left-hand bat,270.4,30.04,67.6,2.66,lo,
Mushfiqur,Rahim,12,18.59,1043,39.21,Right-hand bat,-,-,-,-,-,
Mashrafe,Mortaza,33,12.37,1024,67.67,Right-hand bat,915.5,41.91,77.3,3.24,rfm,
Shahadat,Hossain,19,7.19,468,39.95,Right-hand bat,447.2,41.19,58.3,4.23,rmf,
Mahbubul,Alam,3,1.50,53,5.66,Right-hand bat,61.5,49.00,92.7,3.16,rmf,
GC,Smith,72,49.95,9751,60.96,Left-hand bat,219.5,100.12,164.8,3.64,rob,
ND,McKenzie,53,38.84,7035,43.07,Right-hand bat,15.0,-,-,4.53,rm,
HM,Amla,31,40.27,4174,49.20,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,125,55.06,22339,43.87,Right-hand bat,2692.2,30.92,65.9,2.81,rfm,
AG,Prince,47,45.68,6676,43.79,Left-hand bat,16.0,47.00,96.0,2.93,rob,
AB,de Villiers,46,40.52,5549,53.30,Right-hand bat,33.0,49.50,99.0,3.00,rm,
MV,Boucher,120,30.43,8989,50.10,Right-hand bat,1.2,6.00,8.0,4.50,rm,
M,Morkel,12,13.15,310,55.16,Left-hand bat,328.1,30.92,49.2,3.76,rf,
M,Zondeki,6,16.40,226,36.28,Right-hand bat,130.0,25.26,41.0,3.69,rf,
M,Ntini,93,9.33,1267,50.82,Right-hand bat,3171.3,27.69,51.5,3.22,rf,
DW,Steyn,27,9.87,524,45.22,Right-hand bat,850.2,22.67,37.5,3.62,rf,
