Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,136,47.12,23010,47.10,Left-hand bat,3.0,7.00,18.0,2.33,-,
H,Hameed,1,56.50,259,43.62,Right-hand bat,-,-,-,-,rls,
JE,Root,49,53.55,7636,55.40,Right-hand bat,223.5,51.46,103.3,2.98,rob,
BM,Duckett,3,21.00,155,67.74,Left-hand bat,-,-,-,-,rob,
MM,Ali,33,35.38,3215,51.72,Left-hand bat,972.5,39.79,64.1,3.72,rob,
BA,Stokes,28,35.70,2504,68.45,Left-hand bat,711.5,33.59,59.3,3.39,rfm,
JM,Bairstow,34,40.94,3798,56.05,Right-hand bat,-,-,-,-,rm,
CR,Woakes,15,32.81,1132,46.37,Right-hand bat,416.2,26.67,54.3,2.94,rfm,
AU,Rashid,6,20.77,534,35.01,Right-hand bat,237.1,42.86,64.6,3.97,rls,
ZS,Ansari,2,15.00,116,38.79,Left-hand bat,56.0,46.00,67.2,4.10,lo,
SCJ,Broad,100,21.74,4069,65.20,Left-hand bat,3443.0,28.64,57.2,3.00,rfm,
M,Vijay,43,40.82,6440,46.27,Right-hand bat,51.0,147.00,306.0,2.88,rob,
G,Gambhir,58,41.95,8067,51.49,Left-hand bat,2.0,-,-,2.00,rls,
CA,Pujara,39,49.95,6134,48.85,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,49,46.11,6785,53.69,Right-hand bat,25.0,-,-,2.80,rm,
A,Mishra,21,21.60,1103,58.74,Right-hand bat,811.1,35.10,65.7,3.20,rls,
AM,Rahane,30,49.40,4154,53.51,Right-hand bat,-,-,-,-,rm,
R,Ashwin,40,34.29,2925,55.11,Right-hand bat,1884.2,24.99,50.6,2.95,rob,
WP,Saha,19,30.33,1668,43.64,Right-hand bat,-,-,-,-,-,
RA,Jadeja,21,24.74,1026,65.10,Left-hand bat,930.0,24.23,63.4,2.29,lo,
UT,Yadav,22,8.35,324,43.82,Right-hand bat,610.5,37.79,59.1,3.83,rf,
Mohammed,Shami,20,12.11,314,65.60,Right-hand bat,653.5,34.11,57.6,3.54,rf,
