Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
TG,McIntosh,16,29.17,2318,36.49,Left-hand bat,-,-,-,-,-,
MJ,Guptill,13,33.95,1636,47.73,Right-hand bat,26.2,35.66,52.6,4.06,rob,
LRPL,Taylor,28,41.54,3364,61.74,Right-hand bat,15.0,21.50,45.0,2.86,rob,
JD,Ryder,14,50.95,2140,54.76,Left-hand bat,80.0,53.60,96.0,3.35,rm,
KS,Williamson,3,42.40,485,43.71,Right-hand bat,34.0,71.50,102.0,4.20,rob,
DL,Vettori,103,30.24,7036,57.60,Left-hand bat,4366.4,33.97,77.2,2.63,lo,
GJ,Hopkins,4,11.83,277,25.63,Right-hand bat,-,-,-,-,-,
BB,McCullum,55,37.14,5210,62.03,Right-hand bat,6.0,-,-,3.00,-,
TG,Southee,11,19.26,346,83.52,Right-hand bat,356.3,42.96,73.7,3.49,rmf,
AJ,McKay,1,25.00,55,45.45,Right-hand bat,31.0,120.00,186.0,3.87,lfm,
CS,Martin,59,2.36,501,19.36,Right-hand bat,1952.5,34.98,61.6,3.40,rfm,
G,Gambhir,36,50.71,5517,54.23,Left-hand bat,-,-,-,-,rls,
V,Sehwag,84,54.71,9188,82.17,Right-hand bat,541.3,42.12,83.3,3.03,rob,
R,Dravid,147,53.31,28138,42.44,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,174,56.55,,,Right-hand bat,669.4,52.77,91.3,3.46,-,
VVS,Laxman,117,47.57,15640,49.27,Right-hand bat,54.0,63.00,162.0,2.33,rob,
SK,Raina,7,40.77,636,57.70,Left-hand bat,48.0,22.83,48.0,2.85,rob,
MS,Dhoni,51,40.38,4598,59.72,Right-hand bat,3.0,-,-,6.33,rm,
Harbhajan,Singh,90,18.59,2937,65.20,Right-hand bat,4276.3,31.94,67.8,2.82,rob,
I,Sharma,28,14.70,999,29.42,Right-hand bat,848.0,34.95,61.3,3.42,rfm,
S,Sreesanth,21,12.80,463,55.29,Right-hand bat,693.1,34.31,59.4,3.46,rfm,
PP,Ojha,11,16.75,321,20.87,Left-hand bat,589.5,40.40,84.2,2.87,lo,
