Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
D,Elgar,56,38.77,7533,45.29,Left-hand bat,164.3,44.50,70.5,3.78,lo,
AK,Markram,17,43.80,2113,64.26,Right-hand bat,25.2,-,-,2.76,rob,
HM,Amla,124,46.64,18573,49.97,Right-hand bat,9.0,-,-,4.11,-,
T,Bavuma,36,33.00,3580,47.93,Right-hand bat,16.0,61.00,96.0,3.81,rm,
F,du Plessis,58,42.95,7834,46.05,Right-hand bat,13.0,-,-,5.30,rls,
Q,de Kock,40,39.31,3280,73.10,Left-hand bat,-,-,-,-,-,
PWA,Mulder,1,7.00,17,82.35,Right-hand bat,7.0,12.00,42.0,1.71,rm,
KA,Maharaj,25,13.93,661,67.47,Right-hand bat,838.0,28.44,53.4,3.19,lo,
K,Rabada,37,11.79,1168,43.40,Left-hand bat,1138.2,21.77,38.8,3.36,rf,
DW,Steyn,93,13.59,2825,44.28,Right-hand bat,3101.2,22.95,42.3,3.24,rf,
D,Olivier,10,3.71,93,27.95,Right-hand bat,240.0,19.25,30.0,3.85,rfm,
FDM,Karunaratne,60,36.05,8283,49.18,Left-hand bat,38.3,69.00,115.5,3.58,rm,
HDRL,Thirimanne,33,22.89,3459,38.39,Left-hand bat,14.0,-,-,3.64,rmf,
BOP,Fernando,2,43.66,233,56.22,Right-hand bat,2.0,-,-,8.00,rls,
BKG,Mendis,38,36.65,4612,57.22,Right-hand bat,13.0,55.00,78.0,4.23,-,
CAK,Rajitha,6,3.14,151,14.56,Right-hand bat,184.4,29.56,48.1,3.68,rmf,
MDKJ,Perera,16,35.00,1233,73.80,Left-hand bat,-,-,-,-,-,
DM,de Silva,25,32.50,2683,55.72,Right-hand bat,229.1,53.60,91.6,3.50,rob,
N,Dickwella,31,30.11,2282,71.25,Left-hand bat,-,-,-,-,-,
RAS,Lakmal,57,11.04,1491,49.63,Right-hand bat,1721.3,39.43,75.3,3.13,rfm,
MVT,Fernando,5,2.75,79,13.92,Right-hand bat,131.3,26.26,41.5,3.79,lmf,
L,Embuldeniya,2,14.00,75,37.33,Left-hand bat,41.3,23.83,41.5,3.44,lo,
