Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JA,Burns,3,57.66,440,78.63,Right-hand bat,-,-,-,-,-,
DA,Warner,44,49.10,5242,74.93,Left-hand bat,55.0,63.50,82.5,4.61,rls,
UT,Khawaja,10,35.00,1189,47.09,Left-hand bat,-,-,-,-,rm,
SPD,Smith,34,55.15,5623,55.91,Right-hand bat,182.0,49.50,68.2,4.35,rls,
AC,Voges,8,56.50,881,51.30,Right-hand bat,3.0,-,-,6.00,lo,
MJ,Guptill,34,29.75,4346,43.81,Right-hand bat,55.2,51.60,66.4,4.66,rob,
TWM,Latham,12,39.39,2050,44.19,Left-hand bat,-,-,-,-,rm,
KS,Williamson,42,47.19,7256,46.83,Right-hand bat,311.3,37.28,66.7,3.35,rob,
LRPL,Taylor,65,44.39,8376,57.24,Right-hand bat,16.0,24.00,48.0,3.00,rob,
BB,McCullum,95,38.81,9612,63.39,Right-hand bat,23.1,69.00,139.0,2.97,-,
JDS,Neesham,9,38.25,897,68.22,Left-hand bat,129.5,39.33,64.9,3.63,rmf,
BJ,Watling,32,39.95,4257,44.11,Right-hand bat,-,-,-,-,-,
MD,Craig,11,42.81,875,53.82,Left-hand bat,472.1,42.80,69.0,3.71,rob,
DAJ,Bracewell,20,10.85,876,42.12,Right-hand bat,605.4,38.20,66.0,3.46,rfm,
TG,Southee,42,17.46,1271,86.54,Right-hand bat,1514.5,31.89,62.6,3.05,rmf,
TA,Boult,33,15.73,676,53.55,Right-hand bat,1202.4,28.19,57.7,2.93,lfm,
MR,Marsh,8,26.00,549,56.83,Right-hand bat,120.1,30.83,60.0,3.07,rm,
PM,Nevill,5,23.83,313,45.68,Right-hand bat,-,-,-,-,-,
MG,Johnson,72,22.35,3481,58.43,Left-hand bat,2632.5,28.10,50.9,3.30,lf,
MA,Starc,23,25.92,990,65.45,Left-hand bat,763.1,31.03,54.5,3.41,lf,
JR,Hazlewood,10,28.00,280,50.00,Left-hand bat,333.1,23.44,46.4,3.02,rfm,
NM,Lyon,47,14.64,1128,40.24,Right-hand bat,1785.0,33.93,64.5,3.15,rob,
