Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,42,41.36,6273,50.77,Left-hand bat,-,-,-,-,lm,
AN,Cook,20,44.40,3337,46.56,Left-hand bat,-,-,-,-,-,
MP,Vaughan,69,44.24,9728,52.30,Right-hand bat,160.0,92.50,160.0,3.46,rob,
KP,Pietersen,29,52.00,4159,66.26,Right-hand bat,50.0,221.00,300.0,4.42,rob,
PD,Collingwood,26,43.50,4265,44.87,Right-hand bat,111.5,130.00,223.6,3.48,rm,
IR,Bell,29,41.41,3758,50.69,Right-hand bat,18.0,76.00,108.0,4.22,rm,
MJ,Prior,6,42.77,533,72.23,Right-hand bat,-,-,-,-,-,
CT,Tremlett,2,6.25,65,38.46,Right-hand bat,88.1,19.60,52.9,2.22,rmf,
RJ,Sidebottom,6,26.50,181,58.56,Left-hand bat,215.0,25.60,56.0,2.73,lfm,
MS,Panesar,19,7.18,340,33.82,Left-hand bat,702.3,28.61,59.3,2.89,lo,
JM,Anderson,18,10.70,330,32.42,Left-hand bat,554.5,37.92,61.6,3.69,rfm,
KD,Karthik,15,34.14,1492,48.05,Right-hand bat,-,-,-,-,-,
W,Jaffer,21,35.68,2940,46.12,Right-hand bat,11.0,9.00,33.0,1.63,rob,
R,Dravid,111,56.77,22186,42.48,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,139,55.05,,,Right-hand bat,593.4,49.53,86.8,3.42,-,
SC,Ganguly,95,41.13,11557,49.47,Left-hand bat,446.2,53.50,95.6,3.35,rm,
VVS,Laxman,82,42.25,10329,48.27,Right-hand bat,42.0,100.00,252.0,2.38,rob,
MS,Dhoni,19,34.26,1252,71.16,Right-hand bat,1.0,-,-,13.00,rm,
A,Kumble,117,17.16,5455,38.38,Right-hand bat,6050.5,28.60,64.7,2.65,rls,
Z,Khan,49,12.20,1146,52.18,Right-hand bat,1578.0,33.39,60.3,3.32,lfm,
RP,Singh,6,6.25,85,29.41,Right-hand bat,186.3,28.00,44.7,3.75,lfm,
S,Sreesanth,10,13.20,227,58.14,Right-hand bat,355.5,28.43,52.0,3.27,rfm,
