Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MS,Harris,8,26.64,707,52.75,Left-hand bat,-,-,-,-,-,
DA,Warner,78,46.01,8694,74.09,Left-hand bat,57.0,67.25,85.5,4.71,rls,
M,Labuschagne,8,38.53,1001,50.04,Right-hand bat,70.0,26.90,42.0,3.84,rls,
SPD,Smith,67,64.81,12169,56.45,Right-hand bat,228.1,55.76,80.5,4.15,rls,
TM,Head,12,42.70,1690,50.53,Left-hand bat,14.0,-,-,3.71,rob,
MS,Wade,26,27.87,2230,48.74,Left-hand bat,2.0,-,-,3.50,rm,
TD,Paine,25,32.62,2596,43.99,Right-hand bat,-,-,-,-,rm,
PJ,Cummins,24,19.03,1491,39.57,Right-hand bat,897.4,21.08,45.6,2.77,rf,
MA,Starc,52,22.76,2115,67.80,Left-hand bat,1793.2,28.26,50.0,3.38,lf,
NM,Lyon,90,12.21,2097,46.59,Right-hand bat,3864.5,32.44,64.5,3.01,rob,
RJ,Burns,11,28.86,1440,44.09,Left-hand bat,-,-,-,-,rm,
JL,Denly,7,24.92,814,42.87,Right-hand bat,25.0,-,-,4.16,rls,
C,Overton,4,20.66,304,40.78,Right-hand bat,117.5,44.77,78.5,3.42,rmf,
JE,Root,85,48.03,12703,54.82,Right-hand bat,347.0,51.52,99.1,3.11,rob,
JJ,Roy,5,18.70,318,58.80,Right-hand bat,-,-,-,-,-,
BA,Stokes,56,35.41,5992,58.51,Left-hand bat,1316.3,32.71,58.5,3.35,rfm,
JM,Bairstow,68,35.57,7207,55.27,Right-hand bat,-,-,-,-,rm,
JC,Buttler,35,33.07,3243,57.10,Right-hand bat,-,-,-,-,-,
JC,Archer,3,7.20,89,40.44,Right-hand bat,116.1,19.87,43.5,2.73,rf,
SCJ,Broad,131,19.01,4873,64.37,Left-hand bat,4464.4,28.68,57.8,2.97,rfm,
MJ,Leach,8,19.11,412,41.74,Left-hand bat,270.2,27.39,57.9,2.83,lo,
JR,Hazlewood,47,12.77,896,44.19,Left-hand bat,1717.1,26.13,56.6,2.76,rfm,
