Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
WW,Hinds,37,32.36,4379,48.04,Left-hand bat,128.1,31.57,54.9,3.44,rm,
D,Ganga,26,25.30,3009,38.68,Right-hand bat,16.0,-,-,3.81,rob,
RR,Sarwan,38,38.03,5867,40.83,Right-hand bat,105.0,62.83,105.0,3.59,rls,
BC,Lara,100,52.14,14914,59.78,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,70,43.89,10676,41.93,Left-hand bat,241.0,90.62,180.7,3.00,rls,
CS,Baugh,3,14.16,181,46.96,Right-hand bat,-,-,-,-,rls,
RD,Jacobs,55,27.92,4632,47.02,Left-hand bat,-,-,-,-,-,
VC,Drakes,10,21.80,732,44.67,Right-hand bat,357.1,35.28,66.9,3.16,rf,
M,Dillon,37,7.77,1318,37.17,Right-hand bat,1417.4,32.86,65.4,3.01,rfm,
A,Sanford,8,6.80,266,25.56,Right-hand bat,272.3,41.91,71.0,3.53,rfm,
FH,Edwards,5,6.00,132,22.72,Right-hand bat,161.1,35.29,56.8,3.72,rf,
GC,Smith,19,57.00,2552,64.77,Left-hand bat,38.1,60.50,114.5,3.17,rob,
HH,Gibbs,54,46.47,7909,50.53,Right-hand bat,-,-,-,-,-,
JA,Rudolph,9,39.00,1025,49.46,Left-hand bat,33.0,64.50,99.0,3.90,rls,
JH,Kallis,73,50.51,12712,40.53,Right-hand bat,1685.0,29.54,65.2,2.71,rfm,
G,Kirsten,96,45.47,16203,43.22,Left-hand bat,56.1,70.50,168.5,2.51,rob,
ND,McKenzie,37,33.14,4453,40.93,Right-hand bat,9.0,-,-,6.00,rm,
MV,Boucher,69,30.65,4892,52.00,Right-hand bat,-,-,-,-,rm,
SM,Pollock,78,34.85,5581,51.20,Right-hand bat,2907.2,20.83,54.8,2.27,rfm,
AJ,Hall,9,27.00,476,62.39,Right-hand bat,229.5,28.83,57.4,3.01,rfm,
M,Ntini,40,10.68,526,50.76,Right-hand bat,1325.5,28.88,55.2,3.13,rf,
A,Nel,6,1.40,30,23.33,Right-hand bat,194.2,28.90,55.5,3.12,rfm,
