Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CH,Gayle,46,37.89,5481,53.23,Left-hand bat,365.3,42.09,99.6,2.53,rob,
SC,Joseph,1,30.00,127,47.24,Right-hand bat,2.0,-,-,4.00,rob,
RR,Sarwan,49,41.87,7740,43.82,Right-hand bat,239.0,38.55,71.7,3.22,rls,
BC,Lara,111,52.91,16706,59.85,Left-hand bat,10.0,-,-,2.80,rls,
S,Chanderpaul,79,44.74,12079,42.60,Left-hand bat,242.0,90.62,181.5,2.99,rls,
DJ,Bravo,3,25.00,300,50.00,Right-hand bat,99.4,23.23,46.0,3.03,rm,
CS,Baugh,4,19.50,293,53.24,Right-hand bat,-,-,-,-,rls,
D,Mohammed,2,22.66,99,68.68,Left-hand bat,71.0,81.33,142.0,3.43,lc,
PT,Collins,27,6.73,647,35.39,Right-hand bat,969.1,34.32,64.6,3.18,lfm,
CD,Collymore,13,11.30,344,32.84,Right-hand bat,442.0,36.05,73.6,2.93,rfm,
FH,Edwards,14,4.21,238,24.78,Right-hand bat,437.2,47.64,70.9,4.03,rf,
ME,Trescothick,53,42.91,7363,53.61,Left-hand bat,45.0,144.00,270.0,3.20,rm,
AJ,Strauss,6,48.00,1148,50.17,Left-hand bat,-,-,-,-,lm,
RWT,Key,11,34.00,1223,50.04,Right-hand bat,-,-,-,-,rob,
MP,Vaughan,49,45.25,7191,51.60,Right-hand bat,140.0,97.40,168.0,3.47,rob,
GP,Thorpe,93,44.39,13714,46.29,Left-hand bat,23.0,-,-,1.60,rm,
A,Flintoff,39,32.33,2800,69.28,Right-hand bat,1091.3,37.15,77.0,2.89,rfm,
MJ,Hoggard,32,9.00,960,22.50,Right-hand bat,1143.2,32.41,59.6,3.26,rfm,
GO,Jones,7,37.44,567,59.43,Right-hand bat,-,-,-,-,-,
AF,Giles,39,19.19,2064,42.78,Right-hand bat,1551.1,36.57,80.9,2.71,lo,
SJ,Harmison,22,7.04,352,44.03,Right-hand bat,826.2,25.82,53.3,2.90,rfm,
JM,Anderson,10,18.66,158,35.44,Left-hand bat,282.5,35.75,58.5,3.66,rfm,
