Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MH,Richardson,13,52.89,2371,42.38,Left-hand bat,10.0,17.00,60.0,1.70,lo,
L,Vincent,2,52.66,263,60.07,Right-hand bat,-,-,-,-,rm,
MS,Sinclair,17,42.40,2385,44.44,Right-hand bat,4.0,-,-,3.25,rm,
SP,Fleming,64,37.25,9029,42.49,Left-hand bat,-,-,-,-,-,
NJ,Astle,50,37.21,6196,46.85,Right-hand bat,699.1,50.00,135.3,2.21,rm,
CD,McMillan,35,42.77,4093,55.38,Right-hand bat,346.5,42.66,86.7,2.95,rm,
CL,Cairns,53,32.87,5196,53.77,Right-hand bat,1700.5,29.40,53.9,3.26,rfm,
AC,Parore,74,26.75,7195,38.67,Right-hand bat,-,-,-,-,-,
DL,Vettori,35,17.14,1692,42.55,Left-hand bat,1537.5,32.56,76.2,2.56,lo,
SE,Bond,3,6.00,17,70.58,Right-hand bat,95.1,40.44,63.4,3.82,rf,
Javed,Omar,7,31.07,1101,36.69,Right-hand bat,1.0,-,-,12.00,rls,
Al,Sahariar,6,22.16,588,45.23,Right-hand bat,-,-,-,-,rls,
Habibul,Bashar,8,44.53,1237,54.00,Right-hand bat,13.0,-,-,5.61,rob,
Aminul,Islam,8,26.93,1122,36.00,Right-hand bat,22.0,85.00,132.0,3.86,rob,
Mohammad,Ashraful,4,27.14,517,36.75,Right-hand bat,45.0,199.00,270.0,4.42,rob,
Sanwar,Hossain,1,28.50,132,43.18,Right-hand bat,-,-,-,-,rob,
Khaled,Mashud,7,11.63,432,29.62,Right-hand bat,-,-,-,-,-,
Khaled,Mahmud,2,17.00,58,87.93,Right-hand bat,24.0,99.00,144.0,4.12,rm,
Mohammad,Sharif,6,7.50,131,57.25,Right-hand bat,154.4,89.75,116.0,4.64,rmf,
Mashrafe,Mortaza,3,2.80,42,33.33,Right-hand bat,88.4,28.81,48.3,3.57,rfm,
Manjural,Islam,6,3.83,114,20.17,Left-hand bat,159.0,55.20,95.4,3.47,lfm,
CS,Martin,9,2.40,55,21.81,Right-hand bat,271.0,31.29,52.4,3.57,rfm,
