Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
WW,Hinds,39,34.63,4792,49.14,Left-hand bat,149.1,34.92,63.9,3.27,rm,
DS,Smith,11,27.47,1104,47.28,Left-hand bat,-,-,-,-,rob,
D,Ganga,31,22.77,3282,37.47,Right-hand bat,27.0,-,-,3.18,rob,
DJ,Pagon,1,35.00,72,48.61,Right-hand bat,-,-,-,-,-,
S,Chanderpaul,81,46.11,12587,42.86,Left-hand bat,255.0,93.75,191.2,2.94,rls,
RO,Hinds,8,26.00,766,44.12,Left-hand bat,148.2,64.60,178.0,2.17,lo,
N,Deonarine,1,-,46,32.60,Left-hand bat,31.5,20.00,95.5,1.25,rob,
GC,Smith,36,51.24,4839,61.41,Left-hand bat,120.5,85.20,145.0,3.52,rob,
AB,de Villiers,8,43.69,1009,56.29,Right-hand bat,7.0,-,-,2.28,rm,
JA,Rudolph,26,39.30,3636,43.23,Left-hand bat,86.0,77.25,129.0,3.59,rls,
JH,Kallis,90,55.98,16508,42.73,Right-hand bat,2012.5,30.79,66.7,2.76,rfm,
HH,Gibbs,67,47.79,10141,50.90,Right-hand bat,-,-,-,-,-,
MV,Boucher,81,30.62,5758,51.05,Right-hand bat,-,-,-,-,rm,
AJ,Hall,15,27.95,1169,47.81,Right-hand bat,365.1,37.19,70.6,3.15,rfm,
N,Boje,32,25.38,2081,47.57,Left-hand bat,1052.1,36.14,75.1,2.88,lo,
M,Ntini,56,10.35,805,54.03,Right-hand bat,1949.2,29.99,57.3,3.13,rf,
CK,Langeveldt,4,15.00,48,31.25,Right-hand bat,80.3,24.00,53.6,2.68,rfm,
A,Nel,13,3.14,108,20.37,Right-hand bat,458.1,28.68,57.2,3.00,rfm,
CO,Browne,15,17.53,696,37.78,Right-hand bat,-,-,-,-,-,
DBL,Powell,5,3.80,86,22.09,Right-hand bat,174.2,30.73,69.7,2.64,rfm,
PT,Collins,28,6.73,647,35.39,Right-hand bat,1011.1,33.74,64.5,3.13,lfm,
RD,King,15,3.57,270,18.51,Right-hand bat,454.1,27.58,56.7,2.91,rfm,
