Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,140,46.45,23560,46.93,Left-hand bat,3.0,7.00,18.0,2.33,-,
KK,Jennings,2,41.75,358,46.64,Left-hand bat,5.0,-,-,4.00,rmf,
JE,Root,53,52.80,8352,55.00,Right-hand bat,237.5,48.06,95.1,3.03,rob,
MM,Ali,37,35.03,3798,50.73,Left-hand bat,1111.0,42.22,68.0,3.72,rob,
JM,Bairstow,38,41.27,4424,55.04,Right-hand bat,-,-,-,-,rm,
BA,Stokes,32,33.96,2980,63.82,Left-hand bat,799.1,34.46,60.6,3.40,rfm,
JC,Buttler,18,31.36,1412,55.52,Right-hand bat,-,-,-,-,-,
LA,Dawson,1,66.00,155,42.58,Right-hand bat,43.0,64.50,129.0,3.00,lo,
AU,Rashid,10,18.43,836,35.28,Right-hand bat,424.0,42.78,66.9,3.83,rls,
SCJ,Broad,102,21.35,4141,64.98,Left-hand bat,3500.0,28.54,57.0,3.00,rfm,
JT,Ball,3,8.66,109,47.70,Right-hand bat,76.0,114.00,228.0,3.00,rfm,
KL,Rahul,12,41.84,1408,56.46,Right-hand bat,-,-,-,-,-,
PA,Patel,23,33.76,1809,48.53,Left-hand bat,-,-,-,-,-,
CA,Pujara,43,49.33,6649,48.96,Right-hand bat,1.0,-,-,2.00,rls,
V,Kohli,53,50.10,7668,54.89,Right-hand bat,25.0,-,-,2.80,rm,
KK,Nair,3,160.00,403,79.40,Right-hand bat,1.0,-,-,4.00,rob,
M,Vijay,47,40.25,6890,46.15,Right-hand bat,51.0,147.00,306.0,2.88,rob,
R,Ashwin,44,34.92,3297,55.08,Right-hand bat,2122.0,24.96,51.3,2.91,rob,
RA,Jadeja,25,26.50,1323,64.09,Left-hand bat,1175.1,24.07,63.5,2.27,lo,
UT,Yadav,26,8.75,402,43.53,Right-hand bat,709.5,38.94,62.6,3.73,rf,
A,Mishra,22,21.60,1103,58.74,Right-hand bat,850.3,35.72,67.1,3.19,rls,
I,Sharma,73,8.73,1921,28.63,Right-hand bat,2351.3,36.47,66.5,3.28,rfm,
