Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MJ,Guptill,15,34.96,2110,44.73,Right-hand bat,32.2,45.33,64.6,4.20,rob,
BB,McCullum,57,37.24,5447,62.21,Right-hand bat,6.0,-,-,3.00,-,
KS,Williamson,5,33.22,698,42.83,Right-hand bat,40.0,88.00,120.0,4.40,rob,
LRPL,Taylor,30,41.12,3681,60.33,Right-hand bat,15.0,21.50,45.0,2.86,rob,
JD,Ryder,16,44.85,2208,54.84,Left-hand bat,82.0,56.00,98.4,3.41,rm,
JEC,Franklin,27,21.34,1780,38.37,Left-hand bat,747.1,33.10,56.0,3.54,lm,
RA,Young,2,25.75,279,36.91,Right-hand bat,-,-,-,-,-,
DL,Vettori,105,30.19,7219,57.72,Left-hand bat,4476.4,33.98,77.8,2.61,lo,
TG,Southee,13,21.38,479,80.37,Right-hand bat,433.1,42.54,74.2,3.43,rmf,
BJ,Arnel,5,4.85,132,25.75,Right-hand bat,156.0,55.77,104.0,3.21,rmf,
CS,Martin,61,2.53,533,20.45,Right-hand bat,2036.0,34.66,61.3,3.38,rfm,
Taufeeq,Umar,29,39.25,4514,44.35,Left-hand bat,13.0,-,-,3.38,rob,
Mohammad,Hafeez,15,31.44,1746,48.62,Right-hand bat,188.0,60.25,141.0,2.56,rob,
Azhar,Ali,10,37.00,1610,39.06,Right-hand bat,1.0,-,-,9.00,rls,
Younis,Khan,67,50.60,10486,53.56,Right-hand bat,110.0,58.14,94.2,3.70,-,
Misbah-ul-Haq,,23,42.91,3708,39.34,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,3,42.00,410,40.97,Right-hand bat,-,-,-,-,rob,
Adnan,Akmal,4,23.75,179,53.07,Right-hand bat,-,-,-,-,-,
Abdur,Rehman,6,21.33,334,38.32,Left-hand bat,394.1,34.80,76.2,2.73,lo,
Umar,Gul,34,11.95,928,52.80,Right-hand bat,1200.2,33.92,57.6,3.53,rfm,
Tanvir,Ahmed,3,18.33,87,63.21,Right-hand bat,90.5,25.78,38.9,3.97,rfm,
Wahab,Riaz,5,10.25,121,33.88,Right-hand bat,123.2,32.69,56.9,3.44,lf,
