Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AB,Barath,14,22.81,1282,48.04,Right-hand bat,1.0,-,-,4.00,rob,
KOA,Powell,8,20.68,760,43.55,Left-hand bat,-,-,-,-,-,
KA,Edwards,9,39.11,1431,46.47,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,18,45.61,3048,46.39,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,142,50.44,24087,42.72,Left-hand bat,290.0,98.11,193.3,3.04,rls,
MN,Samuels,39,32.83,4641,45.98,Right-hand bat,461.3,67.13,120.3,3.34,rob,
D,Ramdin,44,22.28,3229,47.63,Right-hand bat,-,-,-,-,-,
DJG,Sammy,26,21.51,1425,67.92,Right-hand bat,792.4,32.55,68.9,2.83,rm,
KAJ,Roach,19,9.38,757,32.23,Right-hand bat,620.4,29.31,53.2,3.30,rfm,
S,Shillingford,8,11.60,270,42.96,Right-hand bat,430.0,44.79,88.9,3.02,rob,
R,Rampaul,15,16.35,582,56.18,Left-hand bat,476.1,36.00,73.2,2.94,rfm,
AJ,Strauss,96,41.89,14071,49.12,Left-hand bat,-,-,-,-,lm,
AN,Cook,79,48.89,13163,48.28,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,30,51.95,5111,47.77,Right-hand bat,69.0,90.66,138.0,3.94,rm,
KP,Pietersen,85,49.12,10793,62.80,Right-hand bat,187.3,150.60,225.0,4.01,rob,
IR,Bell,76,46.96,10112,52.48,Right-hand bat,18.0,76.00,108.0,4.22,rm,
JM,Bairstow,2,10.00,47,42.55,Right-hand bat,-,-,-,-,rm,
MJ,Prior,54,42.31,4275,65.33,Right-hand bat,-,-,-,-,-,
TT,Bresnan,13,40.22,794,45.59,Right-hand bat,473.3,25.46,54.6,2.79,rmf,
SCJ,Broad,47,27.92,2345,64.30,Left-hand bat,1637.2,30.42,61.0,2.99,rfm,
GP,Swann,43,21.73,1237,79.06,Right-hand bat,1783.0,28.12,56.9,2.96,rob,
JM,Anderson,70,11.61,1755,37.72,Left-hand bat,2549.3,30.05,57.2,3.14,rfm,
