Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
FDM,Karunaratne,43,35.27,5896,48.45,Left-hand bat,20.0,72.00,120.0,3.60,rm,
JK,Silva,36,29.82,5050,40.15,Right-hand bat,-,-,-,-,-,
HDRL,Thirimanne,27,23.10,2747,38.69,Left-hand bat,14.0,-,-,3.64,rmf,
BKG,Mendis,21,34.41,2406,58.64,Right-hand bat,10.0,34.00,60.0,3.40,-,
LD,Chandimal,40,42.80,5580,51.39,Right-hand bat,-,-,-,-,rob,
N,Dickwella,11,35.50,1003,70.78,Left-hand bat,-,-,-,-,-,
MDK,Perera,21,21.32,1482,48.92,Right-hand bat,910.1,33.44,64.2,3.12,rob,
HMRKB,Herath,84,14.54,2980,50.26,Left-hand bat,3972.3,27.82,59.5,2.80,lo,
RAS,Lakmal,38,10.51,883,48.81,Right-hand bat,1187.1,45.51,83.8,3.25,rfm,
PADLR,Sandakan,7,11.00,145,53.10,Right-hand bat,213.1,35.65,63.9,3.34,lc,
N,Pradeep,27,4.25,351,37.60,Right-hand bat,826.1,42.91,71.8,3.58,rfm,
Shan,Masood,11,24.00,1229,42.96,Left-hand bat,4.0,-,-,4.75,rmf,
Sami,Aslam,12,32.63,1859,38.62,Left-hand bat,-,-,-,-,rm,
Azhar,Ali,61,46.78,12134,41.64,Right-hand bat,138.3,73.62,103.8,4.25,rls,
Asad,Shafiq,57,39.21,7398,47.17,Right-hand bat,26.4,51.00,80.0,3.82,rob,
Babar,Azam,10,25.94,1050,44.47,Right-hand bat,-,-,-,-,rob,
Haris,Sohail,1,55.00,230,47.82,Left-hand bat,18.0,29.00,54.0,3.22,lo,
Sarfaraz,Ahmed,37,40.11,2908,73.10,Right-hand bat,-,-,-,-,rob,
Mohammad,Amir,29,13.48,1719,36.88,Left-hand bat,1050.1,32.43,67.0,2.90,lf,
Yasir,Shah,27,12.60,929,44.77,Right-hand bat,1478.2,29.47,56.4,3.13,rls,
Hasan,Ali,2,30.00,51,117.64,Right-hand bat,71.1,27.33,71.1,2.30,rmf,
Mohammad,Abbas,4,2.33,113,6.19,Right-hand bat,164.5,19.25,49.4,2.33,rmf,
