Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JA,Raval,19,35.80,2467,43.53,Left-hand bat,1.0,-,-,1.00,rls,
TWM,Latham,44,42.57,6898,46.28,Left-hand bat,-,-,-,-,rm,
KS,Williamson,73,52.50,11906,51.59,Right-hand bat,349.3,40.41,72.3,3.35,rob,
LRPL,Taylor,93,46.68,11306,60.28,Right-hand bat,16.0,24.00,48.0,3.00,rob,
HM,Nicholls,26,45.08,3091,51.05,Left-hand bat,-,-,-,-,rob,
BJ,Watling,62,37.34,7347,43.20,Right-hand bat,-,-,-,-,-,
MJ,Santner,18,24.34,1336,41.91,Left-hand bat,474.2,39.08,83.7,2.80,lo,
TG,Southee,66,18.03,1836,86.43,Right-hand bat,2437.2,30.31,59.6,3.04,rmf,
WER,Somerville,2,32.50,279,23.29,Right-hand bat,109.2,25.72,59.6,2.58,rob,
TA,Boult,62,14.78,1110,54.59,Right-hand bat,2294.2,27.53,55.2,2.98,lfm,
AY,Patel,6,7.00,149,32.88,Left-hand bat,229.5,33.10,72.5,2.73,lo,
FDM,Karunaratne,61,36.82,8599,49.24,Left-hand bat,38.3,69.00,115.5,3.58,rm,
HDRL,Thirimanne,34,23.36,3658,38.32,Left-hand bat,14.0,-,-,3.64,rmf,
BKG,Mendis,39,36.51,4707,57.40,Right-hand bat,13.0,55.00,78.0,4.23,-,
AD,Mathews,81,45.05,11391,49.44,Right-hand bat,646.0,52.87,117.4,2.70,rm,
MDKJ,Perera,17,33.35,1256,74.36,Left-hand bat,-,-,-,-,-,
DM,de Silva,26,32.21,2715,55.76,Right-hand bat,247.1,47.16,82.3,3.43,rob,
N,Dickwella,32,30.67,2391,70.55,Left-hand bat,-,-,-,-,-,
A,Dananjaya,6,16.87,254,53.14,Left-hand bat,230.5,24.81,41.9,3.54,rob,
RAS,Lakmal,58,11.47,1589,49.08,Right-hand bat,1751.5,38.78,74.5,3.12,rfm,
L,Embuldeniya,3,11.00,92,35.86,Left-hand bat,100.3,32.30,60.3,3.21,lo,
CBRLS,Kumara,16,3.38,139,31.65,Left-hand bat,484.5,36.34,55.9,3.89,rf,
