Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,55,43.11,7286,50.89,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,34,53.70,4942,58.68,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,60,47.86,6972,56.98,Right-hand bat,64.5,41.25,97.2,2.54,rm,
DR,Martyn,29,47.83,3355,52.75,Right-hand bat,27.0,75.00,162.0,2.77,rm,
SR,Waugh,152,49.50,20439,47.71,Right-hand bat,1202.5,35.97,81.0,2.66,rm,
DS,Lehmann,6,30.88,484,57.43,Left-hand bat,22.0,28.00,66.0,2.54,lo,
AC,Gilchrist,35,58.55,2898,80.81,Left-hand bat,-,-,-,-,rob,
SK,Warne,105,16.62,3917,55.60,Right-hand bat,4885.3,25.76,60.9,2.53,rls,
AJ,Bichel,9,7.40,192,38.54,Right-hand bat,218.2,30.30,56.9,3.19,rfm,
JN,Gillespie,35,12.65,1540,26.29,Right-hand bat,1109.4,26.24,51.6,3.05,rf,
GD,McGrath,88,6.31,1102,38.38,Right-hand bat,3475.3,21.40,50.7,2.53,rfm,
ME,Trescothick,27,43.08,3977,50.91,Left-hand bat,20.0,52.00,120.0,2.60,rm,
MP,Vaughan,24,45.86,3410,51.11,Right-hand bat,90.0,77.50,135.0,3.44,rob,
MA,Butcher,46,33.47,6487,42.31,Left-hand bat,96.2,32.00,57.8,3.32,rm,
N,Hussain,77,36.95,11272,40.33,Right-hand bat,5.0,-,-,3.00,rls,
JP,Crawley,35,34.83,4282,39.86,Right-hand bat,-,-,-,-,rm,
AJ,Stewart,123,39.59,16338,48.46,Right-hand bat,3.2,-,-,3.90,rm,
C,White,27,24.28,2135,43.23,Right-hand bat,575.4,39.44,73.4,3.22,-,
AF,Giles,19,14.08,815,39.75,Right-hand bat,829.3,38.21,90.4,2.53,lo,
AR,Caddick,59,10.42,2380,34.15,Right-hand bat,2146.4,29.60,58.5,3.03,rfm,
MJ,Hoggard,16,8.25,409,24.20,Right-hand bat,618.1,34.16,61.8,3.31,rfm,
SP,Jones,2,44.00,43,102.32,Left-hand bat,45.0,32.20,54.0,3.57,rfm,
