Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
EJM,Cowan,7,29.83,856,41.82,Left-hand bat,-,-,-,-,rls,
DA,Warner,9,42.14,826,71.42,Left-hand bat,22.0,31.33,44.0,4.27,rls,
SR,Watson,35,37.54,4613,50.46,Right-hand bat,582.2,28.91,59.2,2.92,rfm,
RT,Ponting,165,52.75,22710,58.76,Right-hand bat,95.5,54.60,115.0,2.84,rm,
MJ,Clarke,83,48.77,11183,54.52,Right-hand bat,346.0,35.48,71.5,2.97,lo,
MEK,Hussey,73,50.07,11600,49.20,Left-hand bat,85.0,34.28,72.8,2.82,rm,
MS,Wade,3,39.60,414,47.82,Left-hand bat,-,-,-,-,rm,
RJ,Harris,12,17.66,399,53.13,Right-hand bat,385.2,23.63,49.1,2.88,rf,
MA,Starc,4,26.75,190,56.31,Left-hand bat,101.4,32.50,61.0,3.19,lf,
BW,Hilfenhaus,24,14.04,620,54.35,Right-hand bat,899.3,28.03,58.6,2.86,rfm,
NM,Lyon,13,14.62,275,42.54,Right-hand bat,402.5,27.83,57.5,2.90,rob,
AB,Barath,12,23.60,1110,48.91,Right-hand bat,1.0,-,-,4.00,rob,
KC,Brathwaite,9,21.35,1138,31.89,Right-hand bat,7.4,50.00,46.0,6.52,rob,
KOA,Powell,6,23.66,640,44.37,Left-hand bat,-,-,-,-,-,
DM,Bravo,16,49.59,2856,46.88,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,140,50.02,23561,42.67,Left-hand bat,290.0,98.11,193.3,3.04,rls,
N,Deonarine,11,28.64,1261,38.62,Left-hand bat,153.5,33.84,71.0,2.86,rob,
CS,Baugh,21,17.94,1220,50.00,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,24,19.09,1137,68.86,Right-hand bat,714.4,30.89,67.0,2.76,rm,
S,Shillingford,7,12.50,227,44.05,Right-hand bat,396.0,41.46,84.8,2.93,rob,
R,Rampaul,14,16.89,570,56.31,Left-hand bat,438.1,36.58,73.0,3.00,rfm,
KAJ,Roach,17,9.68,699,30.47,Right-hand bat,552.4,28.67,53.4,3.21,rfm,
