Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JK,Silva,30,30.89,4267,40.54,Right-hand bat,-,-,-,-,-,
FDM,Karunaratne,31,31.43,3627,49.40,Left-hand bat,2.0,-,-,2.50,rm,
MDKJ,Perera,7,29.91,500,71.80,Left-hand bat,-,-,-,-,-,
BKG,Mendis,9,37.35,1071,59.29,Right-hand bat,-,-,-,-,-,
AD,Mathews,62,47.16,8517,50.39,Right-hand bat,584.0,51.90,113.0,2.75,rm,
LD,Chandimal,31,44.25,4188,53.89,Right-hand bat,-,-,-,-,rob,
DM,de Silva,3,65.00,565,57.52,Right-hand bat,26.0,31.50,78.0,2.42,rob,
MDK,Perera,12,13.55,592,45.77,Right-hand bat,559.4,28.35,56.9,2.98,rob,
HMRKB,Herath,73,14.67,2551,50.05,Left-hand bat,3438.5,28.71,62.1,2.77,lo,
RAS,Lakmal,29,7.71,563,38.36,Right-hand bat,880.2,49.46,88.0,3.37,rfm,
PADLR,Sandakan,3,16.50,37,89.18,Right-hand bat,71.4,23.00,47.7,2.88,lc,
DA,Warner,54,48.63,6042,77.27,Left-hand bat,56.0,66.00,84.0,4.71,rls,
SE,Marsh,18,40.22,2594,48.07,Left-hand bat,-,-,-,-,lo,
SPD,Smith,44,58.55,7170,57.16,Right-hand bat,201.0,54.31,75.3,4.32,rls,
AC,Voges,18,72.75,2577,56.46,Right-hand bat,7.4,-,-,4.69,lo,
MC,Henriques,4,23.42,346,47.39,Right-hand bat,55.0,82.00,165.0,2.98,rfm,
MR,Marsh,18,24.00,1106,54.24,Right-hand bat,279.1,36.33,62.0,3.51,rm,
PM,Nevill,15,20.88,904,41.59,Right-hand bat,-,-,-,-,-,
MA,Starc,28,24.80,1142,67.33,Left-hand bat,918.3,27.36,47.9,3.42,lf,
NM,Lyon,57,14.30,1356,42.18,Right-hand bat,2193.5,32.80,62.3,3.15,rob,
JR,Hazlewood,20,15.58,400,46.75,Left-hand bat,680.3,26.40,53.0,2.98,rfm,
JM,Holland,2,1.00,19,5.26,Right-hand bat,82.0,54.80,98.4,3.34,lo,
