Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Azhar,Ali,60,46.86,11906,41.72,Right-hand bat,138.3,73.62,103.8,4.25,rls,
Shan,Masood,10,23.10,1055,43.79,Left-hand bat,3.0,-,-,6.33,rmf,
Babar,Azam,9,27.25,953,45.75,Right-hand bat,-,-,-,-,rob,
Younis,Khan,118,52.05,19375,52.12,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,75,46.62,11726,44.53,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,56,39.43,7235,47.42,Right-hand bat,20.0,84.00,120.0,4.20,rob,
Sarfaraz,Ahmed,36,40.96,2843,73.47,Right-hand bat,-,-,-,-,rob,
Mohammad,Amir,28,13.80,1682,36.92,Left-hand bat,1011.1,31.47,64.5,2.92,lf,
Yasir,Shah,26,12.56,881,45.62,Right-hand bat,1394.2,29.91,56.1,3.19,rls,
Mohammad,Abbas,3,3.00,71,8.45,Right-hand bat,126.0,19.20,50.4,2.28,rmf,
Hasan,Ali,1,-,11,209.09,Right-hand bat,37.0,18.33,74.0,1.48,rmf,
KC,Brathwaite,37,35.61,5484,42.21,Right-hand bat,186.0,52.75,93.0,3.40,rob,
KOA,Powell,24,27.40,2496,49.39,Left-hand bat,-,-,-,-,-,
SO,Hetmyer,3,16.00,146,65.75,Left-hand bat,-,-,-,-,-,
SD,Hope,10,19.57,998,37.27,Right-hand bat,-,-,-,-,-,
RL,Chase,10,48.53,1669,43.61,Right-hand bat,275.5,52.23,97.3,3.21,rob,
VA,Singh,3,10.50,199,31.65,Left-hand bat,-,-,-,-,lo,
SO,Dowrich,11,28.77,1098,47.17,Right-hand bat,-,-,-,-,-,
JO,Holder,23,30.71,1713,57.38,Right-hand bat,592.2,36.12,86.6,2.50,rmf,
D,Bishoo,24,16.30,1221,40.04,Left-hand bat,995.2,37.26,69.4,3.22,rls,
AS,Joseph,5,3.00,99,27.27,Right-hand bat,165.5,31.60,66.3,2.85,rfm,
ST,Gabriel,26,5.26,304,39.80,Right-hand bat,657.4,33.59,61.6,3.26,rf,
