Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AB,Barath,7,26.92,638,54.85,Right-hand bat,1.0,-,-,4.00,rob,
KOA,Powell,1,3.50,38,18.42,Left-hand bat,-,-,-,-,-,
KA,Edwards,1,58.00,224,51.78,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,8,39.84,1281,40.43,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,133,49.04,22226,42.14,Left-hand bat,290.0,98.11,193.3,3.04,rls,
MN,Samuels,32,29.01,3546,44.19,Right-hand bat,266.0,127.00,228.0,3.34,rob,
CS,Baugh,13,20.76,800,54.50,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,16,16.32,801,57.05,Right-hand bat,498.4,29.28,65.0,2.70,rm,
FH,Edwards,46,5.82,1183,25.61,Right-hand bat,1324.1,36.81,56.3,3.92,rf,
R,Rampaul,10,19.25,412,56.06,Left-hand bat,305.4,36.72,73.3,3.00,rfm,
D,Bishoo,5,12.42,179,48.60,Left-hand bat,239.4,35.42,68.4,3.10,rls,
A,Mukund,3,24.50,356,41.29,Left-hand bat,2.0,-,-,7.00,rls,
M,Vijay,12,30.45,1256,48.48,Right-hand bat,-,-,-,-,rob,
R,Dravid,153,52.40,29125,42.27,Right-hand bat,20.0,39.00,120.0,1.95,rob,
VVS,Laxman,123,47.36,16519,49.31,Right-hand bat,54.0,63.00,162.0,2.33,rob,
V,Kohli,3,15.20,226,33.62,Right-hand bat,-,-,-,-,rm,
SK,Raina,11,37.81,1076,56.22,Left-hand bat,84.5,30.33,56.5,3.21,rob,
MS,Dhoni,57,38.74,5027,60.11,Right-hand bat,3.0,-,-,6.33,rm,
Harbhajan,Singh,96,18.80,3238,65.04,Right-hand bat,4538.5,31.67,67.4,2.81,rob,
P,Kumar,3,9.75,54,72.22,Right-hand bat,110.0,21.16,55.0,2.30,rm,
I,Sharma,34,13.08,1098,29.78,Right-hand bat,1064.3,32.22,57.0,3.39,rfm,
MM,Patel,13,7.50,142,42.25,Right-hand bat,443.0,38.54,75.9,3.04,rmf,
