Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Khurram,Manzoor,8,26.30,878,38.95,Right-hand bat,-,-,-,-,rob,
Mohammad,Hafeez,33,34.28,3782,53.49,Right-hand bat,444.5,33.00,78.5,2.52,rob,
Azhar,Ali,28,42.12,5167,39.13,Right-hand bat,17.0,67.00,102.0,3.94,rls,
Younis,Khan,83,51.88,13292,52.30,Right-hand bat,131.0,53.77,87.3,3.69,-,
Misbah-ul-Haq,,40,43.51,6188,40.78,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,20,38.34,2616,42.50,Right-hand bat,-,-,-,-,rob,
Adnan,Akmal,17,29.00,1170,44.61,Right-hand bat,-,-,-,-,-,
Abdur,Rehman,18,14.52,738,41.32,Left-hand bat,924.2,28.15,65.2,2.58,lo,
Saeed,Ajmal,27,12.26,864,42.59,Right-hand bat,1426.1,26.31,59.4,2.65,rob,
Junaid,Khan,10,7.62,157,38.85,Right-hand bat,315.3,27.51,57.3,2.87,lf,
Rahat,Ali,3,30.00,86,69.76,Right-hand bat,82.2,47.42,70.5,4.03,lfm,
TMK,Mawoyo,7,30.46,1057,37.46,Right-hand bat,-,-,-,-,rmf,
V,Sibanda,11,22.81,959,52.34,Right-hand bat,-,-,-,-,-,
H,Masakadza,24,25.50,2853,41.11,Right-hand bat,114.0,24.40,68.4,2.14,rm,
Sikandar,Raza,1,42.00,172,48.83,Right-hand bat,-,-,-,-,rob,
MN,Waller,7,27.69,764,47.12,Right-hand bat,3.0,-,-,2.66,rob,
E,Chigumbura,10,21.89,837,49.70,Right-hand bat,220.3,48.31,82.6,3.50,rfm,
R,Mutumbami,3,18.80,194,48.45,Right-hand bat,-,-,-,-,rob,
P,Utseya,3,16.00,134,59.70,Right-hand bat,94.3,38.37,70.8,3.24,rob,
SW,Masakadza,4,14.66,228,38.59,Right-hand bat,144.1,29.28,61.7,2.84,rfm,
T,Panyangara,4,27.60,217,63.59,Right-hand bat,139.1,30.69,64.2,2.86,rfm,
TL,Chatara,3,3.16,30,63.33,Right-hand bat,98.1,33.22,65.4,3.04,rfm,
