Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Javed,Omar,1,147.00,306,48.03,Right-hand bat,-,-,-,-,rls,
Mehrab,Hossain,2,5.50,68,32.35,Right-hand bat,-,-,-,-,rm,
Habibul,Bashar,2,31.25,222,56.30,Right-hand bat,8.0,-,-,4.87,rob,
Aminul,Islam,2,61.50,653,37.67,Right-hand bat,-,-,-,-,rob,
Akram,Khan,2,16.50,159,41.50,Right-hand bat,-,-,-,-,rm,
Naimur,Rahman,2,11.50,144,31.94,Right-hand bat,73.1,32.57,62.7,3.11,rob,
Khaled,Mashud,2,41.50,246,33.73,Right-hand bat,-,-,-,-,-,
Mushfiqur,Rahman,1,3.00,30,20.00,Right-hand bat,20.0,-,-,2.65,rfm,
Hasibul,Hossain,2,11.66,53,66.03,Right-hand bat,55.0,72.00,110.0,3.92,rfm,
Mohammad,Sharif,1,4.00,15,53.33,Right-hand bat,29.0,112.00,174.0,3.86,rmf,
Manjural,Islam,1,7.00,22,31.81,Left-hand bat,35.0,13.50,35.0,2.31,lfm,
GJ,Whittall,38,31.16,4605,41.28,Right-hand bat,695.2,37.02,83.4,2.66,rm,
DD,Ebrahim,1,2.00,14,14.28,Right-hand bat,-,-,-,-,rm,
SV,Carlisle,15,22.52,1430,36.22,Right-hand bat,-,-,-,-,rm,
ADR,Campbell,49,25.90,5323,40.87,Left-hand bat,11.0,-,-,2.54,rob,
A,Flower,49,51.36,8613,42.93,Left-hand bat,0.1,-,-,0.00,rob,
GW,Flower,47,30.87,7431,34.49,Right-hand bat,306.5,90.33,204.5,2.64,lo,
HH,Streak,37,17.79,2593,33.62,Right-hand bat,1369.2,24.74,57.4,2.58,rfm,
AM,Blignaut,1,0.00,1,0.00,Left-hand bat,37.0,13.75,27.7,2.97,rmf,
ML,Nkala,5,16.60,174,47.70,Right-hand bat,127.0,55.85,108.8,3.07,rm,
BA,Murphy,8,8.00,283,22.61,Right-hand bat,286.5,57.53,114.7,3.00,rls,
BT,Watambwa,1,-,9,44.44,Right-hand bat,30.0,27.33,60.0,2.73,rfm,
