Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
FDM,Karunaratne,7,26.07,572,59.26,Left-hand bat,-,-,-,-,rm,
JK,Silva,4,23.12,488,37.90,Right-hand bat,-,-,-,-,-,
KC,Sangakkara,118,56.75,19559,53.97,Left-hand bat,13.0,-,-,3.23,rob,
DPMD,Jayawardene,139,49.14,20986,51.51,Right-hand bat,92.1,49.50,92.1,3.22,rm,
LD,Chandimal,8,56.00,1168,57.53,Right-hand bat,-,-,-,-,rob,
AD,Mathews,34,44.66,4179,48.09,Right-hand bat,279.0,71.66,139.5,3.08,rm,
HAPW,Jayawardene,53,31.23,3978,49.47,Right-hand bat,-,-,-,-,-,
SMSM,Senanayake,1,5.00,15,33.33,Right-hand bat,23.0,-,-,4.17,rob,
HMRKB,Herath,48,13.59,1428,49.50,Left-hand bat,2186.1,29.57,64.2,2.76,lo,
RMS,Eranga,8,9.00,175,36.00,Right-hand bat,265.0,37.45,66.2,3.39,rfm,
RAS,Lakmal,15,6.50,217,35.94,Right-hand bat,406.5,63.34,106.1,3.58,rfm,
Khurram,Manzoor,12,29.80,1437,43.56,Right-hand bat,-,-,-,-,rob,
Ahmed,Shehzad,1,46.50,192,48.43,Right-hand bat,-,-,-,-,rls,
Mohammad,Hafeez,35,34.70,3991,53.92,Right-hand bat,457.5,34.02,80.7,2.52,rob,
Younis,Khan,87,51.87,13975,51.97,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,44,47.44,7233,41.32,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,24,38.37,3192,42.07,Right-hand bat,-,-,-,-,rob,
Adnan,Akmal,21,24.62,1341,44.07,Right-hand bat,-,-,-,-,-,
Bilawal,Bhatti,1,14.00,29,48.27,Right-hand bat,51.0,42.20,61.2,4.13,rmf,
Saeed,Ajmal,31,11.08,948,42.08,Right-hand bat,1655.5,27.13,61.7,2.63,rob,
Rahat,Ali,5,15.50,90,68.88,Right-hand bat,180.4,40.35,77.4,3.12,lfm,
Junaid,Khan,14,6.50,214,36.44,Right-hand bat,491.4,27.54,59.0,2.80,lf,
