Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
G,Gambhir,40,49.59,6298,52.76,Left-hand bat,-,-,-,-,rls,
V,Sehwag,88,52.69,9395,81.89,Right-hand bat,541.3,42.12,83.3,3.03,rob,
R,Dravid,156,52.56,29792,42.34,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,180,56.25,,,Right-hand bat,686.4,53.44,91.5,3.50,-,
VVS,Laxman,126,46.64,16849,49.27,Right-hand bat,54.0,63.00,162.0,2.33,rob,
SK,Raina,14,32.27,1286,55.20,Left-hand bat,129.3,42.36,70.6,3.59,rob,
MS,Dhoni,60,38.81,5364,60.06,Right-hand bat,13.0,-,-,4.46,rm,
A,Mishra,12,17.66,455,58.24,Right-hand bat,544.5,39.34,76.0,3.10,rls,
P,Kumar,6,14.90,159,93.71,Right-hand bat,268.3,25.81,59.6,2.59,rm,
I,Sharma,37,11.43,1178,29.11,Right-hand bat,1207.0,34.03,59.3,3.43,rfm,
S,Sreesanth,26,11.00,528,52.08,Right-hand bat,874.1,37.47,62.4,3.60,rfm,
AJ,Strauss,88,42.00,12666,49.73,Left-hand bat,-,-,-,-,lm,
AN,Cook,71,49.86,11872,49.14,Left-hand bat,1.0,-,-,1.00,-,
IR,Bell,68,47.44,9171,52.25,Right-hand bat,18.0,76.00,108.0,4.22,rm,
KP,Pietersen,77,49.48,9922,62.34,Right-hand bat,169.3,135.60,203.4,4.00,rob,
EJG,Morgan,12,38.56,1096,56.29,Left-hand bat,-,-,-,-,rm,
RS,Bopara,11,31.81,951,53.52,Right-hand bat,49.2,199.00,296.0,4.03,rm,
MJ,Prior,46,44.40,3779,66.97,Right-hand bat,-,-,-,-,-,
TT,Bresnan,9,45.42,678,46.90,Right-hand bat,310.3,23.89,50.3,2.84,rmf,
SCJ,Broad,40,29.02,2101,63.54,Left-hand bat,1344.5,32.26,63.0,3.07,rfm,
GP,Swann,35,23.52,979,81.71,Right-hand bat,1414.5,29.18,58.9,2.96,rob,
JM,Anderson,62,11.89,1563,35.76,Left-hand bat,2224.3,30.52,56.3,3.25,rfm,
