Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MH,Richardson,37,45.85,7248,37.95,Left-hand bat,11.0,21.00,66.0,1.90,lo,
MS,Sinclair,24,38.94,3095,44.03,Right-hand bat,4.0,-,-,3.25,rm,
SP,Fleming,88,39.27,12663,44.04,Left-hand bat,-,-,-,-,-,
SB,Styris,18,41.27,2423,49.40,Right-hand bat,263.3,52.06,98.8,3.16,rm,
NJ,Astle,65,37.41,7812,48.84,Right-hand bat,775.5,47.55,129.3,2.20,rm,
CD,McMillan,53,39.46,5591,55.05,Right-hand bat,417.0,44.89,89.3,3.01,rm,
JDP,Oram,16,45.23,1839,51.65,Left-hand bat,458.4,34.20,78.6,2.60,rfm,
BB,McCullum,9,40.38,947,55.43,Right-hand bat,-,-,-,-,-,
DL,Vettori,58,20.04,2892,48.51,Left-hand bat,2410.0,35.19,79.4,2.65,lo,
KD,Mills,2,13.66,98,41.83,Right-hand bat,32.0,130.00,192.0,4.06,rfm,
CS,Martin,17,1.84,154,15.58,Right-hand bat,539.0,30.82,51.3,3.60,rfm,
JL,Langer,81,43.89,10983,52.35,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,60,55.32,8419,63.08,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,81,53.56,10641,57.88,Right-hand bat,72.5,47.50,109.2,2.60,rm,
DR,Martyn,49,48.41,6584,51.47,Right-hand bat,58.0,84.00,174.0,2.89,rm,
DS,Lehmann,24,46.91,2707,62.39,Left-hand bat,138.2,26.07,63.8,2.45,lo,
MJ,Clarke,5,67.62,922,58.67,Right-hand bat,7.2,2.16,7.3,1.77,lo,
AC,Gilchrist,61,51.74,4684,81.74,Left-hand bat,-,-,-,-,rob,
SK,Warne,116,15.93,4329,54.83,Right-hand bat,5428.1,25.42,59.3,2.57,rls,
JN,Gillespie,59,15.48,2643,30.45,Right-hand bat,2029.0,24.99,53.1,2.82,rf,
MS,Kasprowicz,27,10.09,760,43.81,Right-hand bat,876.2,32.19,64.9,2.97,rfm,
GD,McGrath,102,7.27,1298,41.44,Right-hand bat,3986.0,21.77,52.3,2.49,rfm,
