Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
D,Elgar,24,38.37,2727,45.03,Left-hand bat,141.5,39.15,65.4,3.58,lo,
S,van Zyl,11,27.30,658,53.95,Left-hand bat,64.1,23.83,64.1,2.22,rm,
HM,Amla,91,50.73,14331,49.91,Right-hand bat,9.0,-,-,4.11,-,
AB,de Villiers,105,51.10,15018,53.76,Right-hand bat,34.0,52.00,102.0,3.05,rm,
F,du Plessis,29,41.02,4238,39.68,Right-hand bat,13.0,-,-,5.30,rls,
T,Bavuma,8,30.00,597,45.22,Right-hand bat,-,-,-,-,rm,
DJ,Vilas,6,10.44,210,44.76,Right-hand bat,-,-,-,-,-,
CH,Morris,2,32.66,177,55.36,Right-hand bat,61.0,63.25,91.5,4.14,rfm,
K,Rabada,5,14.00,146,38.35,Left-hand bat,119.0,40.81,64.9,3.77,rf,
GC,Viljoen,1,26.00,31,83.87,Right-hand bat,19.0,94.00,114.0,4.94,rf,
M,Morkel,70,11.74,1567,49.45,Left-hand bat,2238.0,29.48,56.6,3.12,rf,
AN,Cook,125,46.61,21286,46.42,Left-hand bat,3.0,7.00,18.0,2.33,-,
AD,Hales,3,20.00,328,36.58,Right-hand bat,3.0,-,-,0.66,rm,
NRD,Compton,12,33.28,1968,35.51,Right-hand bat,-,-,-,-,rob,
JE,Root,38,55.16,6179,53.56,Right-hand bat,202.3,50.08,101.2,2.96,rob,
JWA,Taylor,6,27.40,659,41.57,Right-hand bat,-,-,-,-,rls,
BA,Stokes,22,34.35,1912,70.08,Left-hand bat,574.0,39.38,66.2,3.56,rfm,
JM,Bairstow,23,34.00,2249,52.91,Right-hand bat,-,-,-,-,rm,
MM,Ali,22,26.60,1882,46.65,Left-hand bat,647.0,38.40,62.6,3.68,rob,
SCJ,Broad,90,23.25,3828,66.82,Left-hand bat,3104.3,28.54,56.4,3.03,rfm,
ST,Finn,29,11.17,658,28.87,Right-hand bat,893.3,28.34,47.4,3.58,rfm,
JM,Anderson,112,10.37,2557,40.16,Left-hand bat,4149.3,29.13,58.0,3.01,rfm,
