Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
V,Sibanda,1,17.00,43,79.06,Right-hand bat,-,-,-,-,-,
TR,Gripper,17,22.81,2279,32.03,Right-hand bat,123.1,80.66,123.1,3.92,rob,
MA,Vermeulen,6,22.16,481,55.30,Right-hand bat,-,-,-,-,rob,
SV,Carlisle,32,25.84,3782,36.22,Right-hand bat,-,-,-,-,rm,
CB,Wishart,24,22.18,2162,44.12,Right-hand bat,-,-,-,-,rob,
S,Matsikenyeri,1,103.00,150,68.66,Right-hand bat,4.0,-,-,4.00,rob,
T,Taibu,11,21.61,1178,38.53,Right-hand bat,-,-,-,-,rm,
HH,Streak,56,22.80,4654,36.74,Right-hand bat,2042.5,27.89,63.5,2.63,rfm,
AM,Blignaut,13,25.68,852,66.31,Left-hand bat,405.4,37.53,62.4,3.60,rmf,
RW,Price,15,8.75,611,28.64,Right-hand bat,737.1,40.00,85.0,2.82,lo,
NB,Mahwire,3,5.00,43,34.88,Right-hand bat,65.5,88.00,131.6,4.01,rfm,
CH,Gayle,33,33.68,3885,46.82,Left-hand bat,202.3,43.81,110.4,2.38,rob,
WW,Hinds,34,33.45,4088,48.28,Left-hand bat,71.3,31.42,61.2,3.07,rm,
D,Ganga,23,26.12,2657,39.33,Right-hand bat,6.0,-,-,1.66,rob,
BC,Lara,97,51.11,14221,59.30,Left-hand bat,10.0,-,-,2.80,rls,
RR,Sarwan,35,38.15,5408,40.21,Right-hand bat,56.0,66.00,112.0,3.53,rls,
S,Chanderpaul,67,44.06,10228,41.35,Left-hand bat,241.0,90.62,180.7,3.00,rls,
RD,Jacobs,52,28.68,4416,46.76,Left-hand bat,-,-,-,-,-,
VC,Drakes,8,20.81,538,42.56,Right-hand bat,288.1,32.25,61.7,3.13,rf,
JE,Taylor,3,7.33,56,39.28,Right-hand bat,63.4,75.33,127.3,3.54,rf,
CD,Collymore,4,10.50,147,28.57,Right-hand bat,148.0,25.44,49.3,3.09,rfm,
FH,Edwards,2,24.00,96,25.00,Right-hand bat,81.1,22.91,40.5,3.38,rf,
