Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,144,46.03,24208,46.78,Left-hand bat,3.0,7.00,18.0,2.33,-,
KK,Jennings,6,24.50,685,42.91,Left-hand bat,6.0,-,-,3.66,rmf,
T,Westley,2,30.50,297,41.07,Right-hand bat,-,-,-,-,rob,
JE,Root,57,53.21,9052,55.84,Right-hand bat,241.5,48.93,96.7,3.03,rob,
DJ,Malan,2,8.75,94,37.23,Left-hand bat,1.0,-,-,7.00,rls,
BA,Stokes,36,34.39,3489,63.08,Left-hand bat,883.1,35.16,61.6,3.42,rfm,
JM,Bairstow,42,41.26,4920,56.19,Right-hand bat,-,-,-,-,rm,
TS,Roland-Jones,2,21.00,84,75.00,Right-hand bat,54.4,22.20,32.8,4.06,rmf,
MM,Ali,41,35.14,4149,52.51,Left-hand bat,1232.0,36.82,60.0,3.67,rob,
SCJ,Broad,106,20.96,4228,65.46,Left-hand bat,3621.1,28.64,57.3,2.99,rfm,
JM,Anderson,126,10.10,2704,41.12,Left-hand bat,4598.4,27.90,56.6,2.95,rfm,
D,Elgar,39,38.86,5025,45.63,Left-hand bat,153.5,44.76,71.0,3.78,lo,
HG,Kuhn,4,14.12,297,38.04,Right-hand bat,-,-,-,-,-,
HM,Amla,107,49.00,16492,50.21,Right-hand bat,9.0,-,-,4.11,-,
T,Bavuma,24,31.60,2465,44.86,Right-hand bat,15.0,51.00,90.0,3.40,rm,
F,du Plessis,43,43.28,6030,43.06,Right-hand bat,13.0,-,-,5.30,rls,
Q,de Kock,23,44.64,2121,71.57,Left-hand bat,-,-,-,-,-,
TB,de Bruyn,3,12.00,150,48.00,Right-hand bat,10.0,-,-,4.80,rmf,
KA,Maharaj,11,17.33,300,69.33,Right-hand bat,410.3,27.65,57.2,2.89,lo,
K,Rabada,20,14.38,520,49.80,Left-hand bat,618.2,24.56,42.6,3.45,rf,
M,Morkel,78,12.35,1764,51.13,Left-hand bat,2521.3,29.01,55.6,3.13,rf,
D,Olivier,3,2.33,38,18.42,Right-hand bat,61.2,20.83,30.6,4.07,rfm,
