Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,103,46.24,17190,47.07,Left-hand bat,1.0,-,-,1.00,-,
SD,Robson,1,10.00,57,35.08,Right-hand bat,-,-,-,-,rls,
GS,Ballance,2,50.66,306,49.67,Left-hand bat,-,-,-,-,rls,
IR,Bell,99,45.24,13728,49.43,Right-hand bat,18.0,76.00,108.0,4.22,rm,
JE,Root,16,43.33,2722,42.98,Right-hand bat,69.0,61.00,138.0,2.65,rob,
MM,Ali,1,26.00,100,52.00,Left-hand bat,28.0,91.00,168.0,3.25,rob,
MJ,Prior,76,41.04,6498,61.89,Right-hand bat,-,-,-,-,-,
CJ,Jordan,1,27.00,69,78.26,Right-hand bat,45.4,27.20,54.8,2.97,rfm,
SCJ,Broad,68,24.48,3177,65.50,Left-hand bat,2366.0,30.26,58.6,3.09,rfm,
LE,Plunkett,10,13.91,367,45.50,Right-hand bat,304.2,42.84,73.0,3.51,rf,
JM,Anderson,93,10.46,2134,39.22,Left-hand bat,3441.4,30.40,59.0,3.09,rfm,
FDM,Karunaratne,12,29.90,1123,55.92,Left-hand bat,2.0,-,-,2.50,rm,
JK,Silva,9,40.58,1586,43.50,Right-hand bat,-,-,-,-,-,
KC,Sangakkara,123,58.55,20982,54.13,Left-hand bat,14.0,-,-,3.50,rob,
DPMD,Jayawardene,144,50.18,22114,51.51,Right-hand bat,92.1,49.50,92.1,3.22,rm,
HDRL,Thirimanne,11,29.44,1263,41.96,Left-hand bat,4.0,-,-,6.75,rmf,
AD,Mathews,39,46.69,5125,47.37,Right-hand bat,333.0,73.71,142.7,3.09,rm,
HAPW,Jayawardene,56,30.51,4253,48.78,Right-hand bat,-,-,-,-,-,
KMDN,Kulasekara,21,14.48,930,42.04,Right-hand bat,594.3,37.37,74.3,3.01,rfm,
HMRKB,Herath,52,12.56,1465,48.87,Left-hand bat,2382.4,30.38,64.3,2.83,lo,
RMS,Eranga,12,12.22,315,34.92,Right-hand bat,426.1,32.43,58.1,3.34,rfm,
N,Pradeep,7,5.57,115,33.91,Right-hand bat,209.4,72.83,104.8,4.16,rfm,
